IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1_First Click,Q1_Last Click,Q1_Page Submit,Q1_Click Count,Q3_First Click,Q3_Last Click,Q3_Page Submit,Q3_Click Count,Q4,Q5_First Click,Q5_Last Click,Q5_Page Submit,Q5_Click Count,Q6,F-1-1,F-1-1-1,F-1-2,F-1-1-2,F-1-3,F-1-1-3,F-1-4,F-1-1-4,F-1-5,F-1-1-5,F-1-6,F-1-1-6,F-1-2-1,F-1-2-2,F-1-2-3,F-1-2-4,F-1-2-5,F-1-2-6,F-2-1,F-2-1-1,F-2-2,F-2-1-2,F-2-3,F-2-1-3,F-2-4,F-2-1-4,F-2-5,F-2-1-5,F-2-6,F-2-1-6,F-2-2-1,F-2-2-2,F-2-2-3,F-2-2-4,F-2-2-5,F-2-2-6
155.245.28.14,100,127,TRUE,2018/6/4 07:11,R_OGYjTMa18Sma0eJ,,,,,51.90859985,0.920898438,anonymous,EN,0,0,61.183,0,31.197,31.197,35.571,1,Prime Minister 1,34.536,34.536,36.625,1,Prime Minister 2,EU Integration,Support EU Integration,Minister's Scandal,Plagiarism,Party Affiliation,Labour Party,Minister's Partisanship,Labour Party,Scandal,Misreporting Funds,Gender,Female,Neutral,Misreporting Funds,Labour Party,Labour Party,Misreporting Funds,Male,EU Integration,Neutral,Minister's Scandal,Having an Extramarital Affair,Party Affiliation,Conservative Party,Minister's Partisanship,Liberal Democrats,Scandal,Sexual Harassment,Gender,Female,Support EU Integration,No Scandal,Conservative Party,Liberal Democrats,Having an Extranarital Affair,Female
155.245.28.2,100,66,TRUE,2018/6/4 07:35,R_1KuOAibmsbEFjwx,,,,,51.90859985,0.920898438,anonymous,EN,0,0,6.861,0,10.304,10.304,16.41,1,Prime Minister 1,29.551,40.276,44.405,2,Prime Minister 1,Scandal,No Scandal,Minister's Partisanship,Labour Party,Minister's Scandal,Misreporting Funds,Gender,Female,EU Integration,Neutral,Party Affiliation,Labour Party,Having an Extranarital Affair,Labour Party,Having an Extramarital Affair,Female,Oppose EU Integration,Labour Party,Scandal,No Scandal,Minister's Partisanship,Conservative Party,Minister's Scandal,Misreporting Funds,Gender,Female,EU Integration,Neutral,Party Affiliation,Conservative Party,Having an Extranarital Affair,Liberal Democrats,Sexual Harassment,Male,Neutral,Conservative Party
155.245.28.8,100,60,TRUE,2018/6/4 07:35,R_1LNFJwsWdi9DP3D,,,,,51.90859985,0.920898438,anonymous,EN,0,0,33.734,0,16.95,16.95,18.364,1,Prime Minister 2,7.81,7.81,8.958,1,Prime Minister 1,Gender,Female,Minister's Scandal,No Scandal,EU Integration,Oppose EU Integration,Party Affiliation,Conservative Party,Scandal,Misreporting Funds,Minister's Partisanship,Conservative Party,Female,Misreporting Funds,Support EU Integration,Labour Party,Plagiarism,Labour Party,Gender,Female,Minister's Scandal,No Scandal,EU Integration,Neutral,Party Affiliation,Conservative Party,Scandal,Plagiarism,Minister's Partisanship,Liberal Democrats,Male,Sexual Harassment,Oppose EU Integration,Conservative Party,No Scandal,Liberal Democrats
155.245.28.10,100,85,TRUE,2018/6/4 07:35,R_zTnW9InFOT0TYJz,,,,,51.90859985,0.920898438,anonymous,EN,0,0,29.396,0,30.236,30.236,36.79,1,Prime Minister 2,21.492,21.492,22.331,1,Prime Minister 1,Scandal,Misreporting Funds,EU Integration,Oppose EU Integration,Party Affiliation,Labour Party,Gender,Female,Minister's Scandal,Sexual Harassment,Minister's Partisanship,Labour Party,Plagiarism,Neutral,Conservative Party,Male,Having an Extramarital Affair,Conservative Party,Scandal,Having an Extranarital Affair,EU Integration,Neutral,Party Affiliation,Conservative Party,Gender,Female,Minister's Scandal,Plagiarism,Minister's Partisanship,Liberal Democrats,Having an Extranarital Affair,Support EU Integration,Conservative Party,Male,Sexual Harassment,Liberal Democrats
155.245.28.9,100,61,TRUE,2018/6/4 07:35,R_2cpZwYfuREu5kVg,,,,,51.90859985,0.920898438,anonymous,EN,0,0,34.018,0,10.17,10.17,11.981,1,Prime Minister 2,16.127,16.127,17.219,1,Prime Minister 2,Scandal,Sexual Harassment,Minister's Partisanship,Labour Party,Gender,Male,Minister's Scandal,Sexual Harassment,Party Affiliation,Labour Party,EU Integration,Oppose EU Integration,Plagiarism,Liberal Democrats,Female,Having an Extramarital Affair,Conservative Party,Support EU Integration,Scandal,Having an Extranarital Affair,Minister's Partisanship,Conservative Party,Gender,Male,Minister's Scandal,Having an Extramarital Affair,Party Affiliation,Conservative Party,EU Integration,Neutral,Misreporting Funds,Labour Party,Male,Plagiarism,Labour Party,Support EU Integration
155.245.28.12,100,82,TRUE,2018/6/4 07:37,R_2fdrXFzxk809m1L,,,,,51.90859985,0.920898438,anonymous,EN,0,0,49.177,0,11.958,11.958,13.558,1,Prime Minister 1,20.038,20.038,22.163,1,Prime Minister 2,EU Integration,Neutral,Party Affiliation,Labour Party,Gender,Female,Minister's Scandal,No Scandal,Scandal,No Scandal,Minister's Partisanship,Labour Party,Support EU Integration,Labour Party,Female,Misreporting Funds,Misreporting Funds,Labour Party,EU Integration,Neutral,Party Affiliation,Conservative Party,Gender,Male,Minister's Scandal,Misreporting Funds,Scandal,Having an Extranarital Affair,Minister's Partisanship,Conservative Party,Neutral,Conservative Party,Male,Misreporting Funds,Having an Extranarital Affair,Liberal Democrats
155.245.28.11,100,132,TRUE,2018/6/4 07:37,R_1lay28SZf08VOhL,,,,,51.90859985,0.920898438,anonymous,EN,0,0,64.565,0,30.636,30.636,32.256,1,Prime Minister 1,16.31,21.675,40.673,2,Prime Minister 2,Party Affiliation,Labour Party,Minister's Partisanship,Labour Party,Scandal,No Scandal,Minister's Scandal,Having an Extramarital Affair,EU Integration,Support EU Integration,Gender,Male,Labour Party,Labour Party,Having an Extranarital Affair,Misreporting Funds,Oppose EU Integration,Male,Party Affiliation,Conservative Party,Minister's Partisanship,Liberal Democrats,Scandal,Plagiarism,Minister's Scandal,Having an Extramarital Affair,EU Integration,Neutral,Gender,Male,Conservative Party,Liberal Democrats,Having an Extranarital Affair,No Scandal,Oppose EU Integration,Male
155.245.28.11,100,52,TRUE,2018/6/4 08:03,R_Tq3xMdgIGxcQY3T,,,,,51.90859985,0.920898438,anonymous,EN,0,0,22.526,0,18.044,18.044,19.651,1,Prime Minister 1,9.834,9.834,11.313,1,Prime Minister 1,Scandal,Sexual Harassment,Minister's Partisanship,Conservative Party,EU Integration,Neutral,Party Affiliation,Conservative Party,Gender,Female,Minister's Scandal,Sexual Harassment,No Scandal,Liberal Democrats,Oppose EU Integration,Conservative Party,Female,Sexual Harassment,Scandal,No Scandal,Minister's Partisanship,Liberal Democrats,EU Integration,Oppose EU Integration,Party Affiliation,Conservative Party,Gender,Male,Minister's Scandal,No Scandal,Misreporting Funds,Conservative Party,Neutral,Conservative Party,Female,No Scandal
155.245.28.4,100,74,TRUE,2018/6/4 08:04,R_10VMx87oXOLQUoG,,,,,51.90859985,0.920898438,anonymous,EN,0,0,45.164,0,12.459,12.459,13.989,1,Prime Minister 2,13.583,13.583,17.318,1,Prime Minister 1,Minister's Partisanship,Conservative Party,Party Affiliation,Conservative Party,Gender,Male,Scandal,Sexual Harassment,Minister's Scandal,Plagiarism,EU Integration,Oppose EU Integration,Conservative Party,Conservative Party,Female,Plagiarism,Having an Extramarital Affair,Oppose EU Integration,Minister's Partisanship,Labour Party,Party Affiliation,Labour Party,Gender,Female,Scandal,Sexual Harassment,Minister's Scandal,No Scandal,EU Integration,Neutral,Liberal Democrats,Conservative Party,Male,Plagiarism,Plagiarism,Neutral
155.245.28.8,100,58,TRUE,2018/6/4 08:08,R_1jBTyIBobQsxx4C,,,,,51.90859985,0.920898438,anonymous,EN,0,0,28.834,0,12.26,12.26,13.84,1,Prime Minister 1,15.448,15.448,16.744,1,Prime Minister 1,Minister's Partisanship,Conservative Party,Scandal,Sexual Harassment,Minister's Scandal,Having an Extramarital Affair,Party Affiliation,Conservative Party,EU Integration,Support EU Integration,Gender,Female,Conservative Party,Misreporting Funds,Having an Extramarital Affair,Conservative Party,Oppose EU Integration,Female,Minister's Partisanship,Labour Party,Scandal,No Scandal,Minister's Scandal,Having an Extramarital Affair,Party Affiliation,Labour Party,EU Integration,Oppose EU Integration,Gender,Male,Conservative Party,Sexual Harassment,Plagiarism,Conservative Party,Oppose EU Integration,Male
155.245.28.2,100,32,TRUE,2018/6/4 08:33,R_2TyPO7MWLVy8cuO,,,,,51.90859985,0.920898438,anonymous,EN,0,0,2.506,0,8.842,8.842,9.372,1,Prime Minister 2,18.025,18.025,18.811,1,Prime Minister 1,Minister's Partisanship,Conservative Party,EU Integration,Support EU Integration,Scandal,Misreporting Funds,Party Affiliation,Conservative Party,Gender,Male,Minister's Scandal,Plagiarism,Labour Party,Oppose EU Integration,Misreporting Funds,Labour Party,Male,Plagiarism,Minister's Partisanship,Labour Party,EU Integration,Support EU Integration,Scandal,Misreporting Funds,Party Affiliation,Labour Party,Gender,Female,Minister's Scandal,Sexual Harassment,Conservative Party,Oppose EU Integration,Plagiarism,Conservative Party,Male,Plagiarism
155.245.28.10,100,29,TRUE,2018/6/4 08:33,R_3stw7MCYuxwiJFw,,,,,51.90859985,0.920898438,anonymous,EN,0,0,2.188,0,10.175,10.175,13.66,1,Prime Minister 2,10.239,10.239,12.61,1,Prime Minister 2,Minister's Scandal,Misreporting Funds,Scandal,Sexual Harassment,Party Affiliation,Conservative Party,Gender,Male,Minister's Partisanship,Conservative Party,EU Integration,Oppose EU Integration,Plagiarism,No Scandal,Labour Party,Male,Labour Party,Oppose EU Integration,Minister's Scandal,Misreporting Funds,Scandal,Sexual Harassment,Party Affiliation,Conservative Party,Gender,Female,Minister's Partisanship,Conservative Party,EU Integration,Oppose EU Integration,No Scandal,Sexual Harassment,Labour Party,Male,Labour Party,Neutral
155.245.28.17,100,40,TRUE,2018/6/4 08:35,R_1BRbHAFP9aXrPMo,,,,,51.90859985,0.920898438,anonymous,EN,0,0,17.377,0,8.818,8.818,12.087,1,Prime Minister 1,9.279,9.279,10.302,1,Prime Minister 1,Party Affiliation,Labour Party,Scandal,No Scandal,EU Integration,Support EU Integration,Minister's Partisanship,Labour Party,Gender,Female,Minister's Scandal,Plagiarism,Conservative Party,No Scandal,Oppose EU Integration,Conservative Party,Female,Having an Extramarital Affair,Party Affiliation,Labour Party,Scandal,No Scandal,EU Integration,Neutral,Minister's Partisanship,Labour Party,Gender,Female,Minister's Scandal,Misreporting Funds,Conservative Party,Plagiarism,Oppose EU Integration,Conservative Party,Female,Sexual Harassment
155.245.28.11,100,61,TRUE,2018/6/4 08:35,R_7X8igykiQTj0YO5,,,,,51.90859985,0.920898438,anonymous,EN,0,0,24.793,0,11.297,11.297,12.926,1,Prime Minister 2,21.061,21.061,24.847,1,Prime Minister 2,Scandal,Sexual Harassment,EU Integration,Oppose EU Integration,Party Affiliation,Labour Party,Gender,Female,Minister's Partisanship,Labour Party,Minister's Scandal,Plagiarism,Misreporting Funds,Support EU Integration,Conservative Party,Male,Liberal Democrats,No Scandal,Scandal,Misreporting Funds,EU Integration,Support EU Integration,Party Affiliation,Conservative Party,Gender,Male,Minister's Partisanship,Liberal Democrats,Minister's Scandal,No Scandal,Plagiarism,Support EU Integration,Labour Party,Male,Labour Party,Having an Extramarital Affair
155.245.28.4,100,70,TRUE,2018/6/4 08:36,R_3JgAm1oUQWwSpet,,,,,51.90859985,0.920898438,anonymous,EN,0,0,38.113,0,13.565,13.565,15.04,1,Prime Minister 1,17.857,17.857,18.985,1,Prime Minister 2,Gender,Female,Scandal,No Scandal,Minister's Partisanship,Liberal Democrats,EU Integration,Support EU Integration,Party Affiliation,Conservative Party,Minister's Scandal,Having an Extramarital Affair,Male,Misreporting Funds,Liberal Democrats,Neutral,Conservative Party,Sexual Harassment,Gender,Male,Scandal,Having an Extranarital Affair,Minister's Partisanship,Conservative Party,EU Integration,Support EU Integration,Party Affiliation,Conservative Party,Minister's Scandal,Sexual Harassment,Female,Plagiarism,Labour Party,Neutral,Labour Party,Having an Extramarital Affair
155.245.28.15,100,49,TRUE,2018/6/4 08:36,R_31LPTEcqBL0NKk0,,,,,51.90859985,0.920898438,anonymous,EN,16.187,16.187,16.77,1,14.712,14.712,16.356,1,Prime Minister 1,16.532,16.532,17.665,1,Prime Minister 1,Gender,Female,Minister's Partisanship,Liberal Democrats,EU Integration,Neutral,Scandal,Misreporting Funds,Party Affiliation,Conservative Party,Minister's Scandal,Plagiarism,Female,Labour Party,Neutral,Having an Extranarital Affair,Labour Party,Sexual Harassment,Gender,Female,Minister's Partisanship,Conservative Party,EU Integration,Support EU Integration,Scandal,No Scandal,Party Affiliation,Conservative Party,Minister's Scandal,Sexual Harassment,Female,Conservative Party,Support EU Integration,No Scandal,Conservative Party,Having an Extramarital Affair
155.245.28.12,100,57,TRUE,2018/6/4 08:36,R_UyVxym7hsy3TE8p,,,,,51.90859985,0.920898438,anonymous,EN,0,0,28.699,0,15.716,15.716,16.644,1,Prime Minister 2,7.327,7.327,13.206,1,Prime Minister 1,Minister's Partisanship,Conservative Party,Scandal,Having an Extranarital Affair,EU Integration,Oppose EU Integration,Gender,Female,Party Affiliation,Conservative Party,Minister's Scandal,Having an Extramarital Affair,Labour Party,No Scandal,Neutral,Male,Labour Party,Plagiarism,Minister's Partisanship,Liberal Democrats,Scandal,No Scandal,EU Integration,Oppose EU Integration,Gender,Female,Party Affiliation,Conservative Party,Minister's Scandal,No Scandal,Liberal Democrats,Sexual Harassment,Neutral,Male,Conservative Party,Having an Extramarital Affair
155.245.28.14,100,76,TRUE,2018/6/4 08:37,R_02uhaeiRp4hd1eh,,,,,51.90859985,0.920898438,anonymous,EN,16.479,16.479,16.945,1,25.96,25.96,29.256,1,Prime Minister 1,9.521,31.188,32.697,3,Prime Minister 2,Minister's Scandal,Plagiarism,Minister's Partisanship,Conservative Party,Gender,Female,Scandal,Plagiarism,EU Integration,Neutral,Party Affiliation,Conservative Party,Sexual Harassment,Conservative Party,Female,No Scandal,Neutral,Conservative Party,Minister's Scandal,Having an Extramarital Affair,Minister's Partisanship,Labour Party,Gender,Female,Scandal,No Scandal,EU Integration,Oppose EU Integration,Party Affiliation,Labour Party,Misreporting Funds,Labour Party,Male,Misreporting Funds,Neutral,Labour Party
155.245.28.8,100,92,TRUE,2018/6/4 08:38,R_UMWz0CpuS0M3pPX,,,,,51.90859985,0.920898438,anonymous,EN,0,0,49.788,0,15.898,15.898,17.018,1,Prime Minister 1,28.747,28.747,30.103,1,Prime Minister 1,Minister's Scandal,Having an Extramarital Affair,Gender,Female,Scandal,No Scandal,EU Integration,Support EU Integration,Party Affiliation,Conservative Party,Minister's Partisanship,Conservative Party,No Scandal,Female,Having an Extranarital Affair,Neutral,Conservative Party,Liberal Democrats,Minister's Scandal,No Scandal,Gender,Male,Scandal,No Scandal,EU Integration,Neutral,Party Affiliation,Conservative Party,Minister's Partisanship,Liberal Democrats,No Scandal,Female,Sexual Harassment,Neutral,Conservative Party,Liberal Democrats
155.245.28.9,100,60,TRUE,2018/6/4 08:38,R_2S7GHhqDg4TKrwb,,,,,51.90859985,0.920898438,anonymous,EN,0,0,12.97,0,27.979,27.979,29.716,1,Prime Minister 1,16.98,16.98,18.39,1,Prime Minister 2,Minister's Scandal,Having an Extramarital Affair,Party Affiliation,Conservative Party,Scandal,Plagiarism,Minister's Partisanship,Liberal Democrats,EU Integration,Support EU Integration,Gender,Female,No Scandal,Conservative Party,Plagiarism,Conservative Party,Neutral,Male,Minister's Scandal,No Scandal,Party Affiliation,Labour Party,Scandal,Sexual Harassment,Minister's Partisanship,Labour Party,EU Integration,Oppose EU Integration,Gender,Female,Misreporting Funds,Conservative Party,Misreporting Funds,Conservative Party,Neutral,Male
155.245.28.13,100,44,TRUE,2018/6/4 08:39,R_2ri30LbTGd5PDoT,,,,,51.90859985,0.920898438,anonymous,EN,0,0,23.341,0,10.401,10.401,11.708,1,Prime Minister 1,8.791,8.791,10.029,1,Prime Minister 2,Minister's Partisanship,Labour Party,EU Integration,Support EU Integration,Minister's Scandal,Plagiarism,Party Affiliation,Labour Party,Gender,Female,Scandal,Plagiarism,Liberal Democrats,Oppose EU Integration,Misreporting Funds,Conservative Party,Male,Misreporting Funds,Minister's Partisanship,Liberal Democrats,EU Integration,Neutral,Minister's Scandal,Having an Extramarital Affair,Party Affiliation,Conservative Party,Gender,Female,Scandal,Plagiarism,Liberal Democrats,Neutral,No Scandal,Conservative Party,Female,No Scandal
