,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1_First Click,Q1_Last Click,Q1_Page Submit,Q1_Click Count,Q2,Q3_First Click,Q3_Last Click,Q3_Page Submit,Q3_Click Count,Q4,F-1-1,F-1-1-1,F-1-2,F-1-1-2,F-1-3,F-1-1-3,F-1-4,F-1-1-4,F-1-5,F-1-1-5,F-1-6,F-1-1-6,F-1-7,F-1-1-7,F-1-2-1,F-1-2-2,F-1-2-3,F-1-2-4,F-1-2-5,F-1-2-6,F-1-2-7,F-2-1,F-2-1-1,F-2-2,F-2-1-2,F-2-3,F-2-1-3,F-2-4,F-2-1-4,F-2-5,F-2-1-5,F-2-6,F-2-1-6,F-2-7,F-2-1-7,F-2-2-1,F-2-2-2,F-2-2-3,F-2-2-4,F-2-2-5,F-2-2-6,F-2-2-7
160,155.245.28.9,100,147,TRUE,2018/6/4 06:17,R_O0TgABYgAP4oksF,,,,,51.90859985,0.920898438,anonymous,EN,7.526,7.526,8.906,1,Minister 2,15.458,15.458,28.99,1,Minister 2,PM's Scandal,Plagiarism,Gender,Male,PM's Position in EU Integration,Neutral,Scandal,Sexual Harassment,Party Affiliation,Labour Party,PM's Partisanship,Labour Party,EU Integration,Oppose EU Integration,Plagiarism,Male,Support EU Integration,Plagiarism,Conservative Party,Conservative Party,Oppose EU Integration,PM's Scandal,Plagiarism,Gender,Female,PM's Position in EU Integration,Oppose EU Integration,Scandal,Having an Extramarital Affair,Party Affiliation,Labour Party,PM's Partisanship,Labour Party,EU Integration,Support EU Integration,Having an Extramarital Affair,Female,Support EU Integration,Having an Extramarital Affair,Liberal Democrats,Conservative Party,Oppose EU Integration
161,155.245.28.9,100,61,TRUE,2018/6/4 06:38,R_3DbitZeWMjfUybk,,,,,51.90859985,0.920898438,anonymous,EN,6.706,6.706,7.631,1,Minister 2,4.48,4.48,5.511,1,Minister 2,Scandal,Having an Extramarital Affair,EU Integration,Neutral,Party Affiliation,Liberal Democrats,PM's Position in EU Integration,Support EU Integration,PM's Partisanship,Conservative Party,Gender,Male,PM's Scandal,Misreporting Funds,Plagiarism,Oppose EU Integration,Labour Party,Support EU Integration,Labour Party,Female,Having an Extramarital Affair,Scandal,No Scandal,EU Integration,Oppose EU Integration,Party Affiliation,Liberal Democrats,PM's Position in EU Integration,Neutral,PM's Partisanship,Conservative Party,Gender,Male,PM's Scandal,Misreporting Funds,Misreporting Funds,Neutral,Liberal Democrats,Neutral,Conservative Party,Female,No Scandal
162,155.245.28.12,100,98,TRUE,2018/6/4 06:39,R_3ffqXMOtuV7xwuP,,,,,51.90859985,0.920898438,anonymous,EN,9.695,9.695,10.627,1,Minister 1,31.104,31.104,32.882,1,Minister 2,Gender,Female,PM's Partisanship,Conservative Party,Scandal,Having an Extramarital Affair,EU Integration,Support EU Integration,PM's Scandal,Having an Extramarital Affair,PM's Position in EU Integration,Neutral,Party Affiliation,Conservative Party,Male,Labour Party,Sexual Harassment,Support EU Integration,Misreporting Funds,Oppose EU Integration,Labour Party,Gender,Male,PM's Partisanship,Labour Party,Scandal,No Scandal,EU Integration,Support EU Integration,PM's Scandal,Misreporting Funds,PM's Position in EU Integration,Neutral,Party Affiliation,Labour Party,Male,Labour Party,Plagiarism,Support EU Integration,Having an Extramarital Affair,Oppose EU Integration,Labour Party
163,155.245.28.4,100,89,TRUE,2018/6/4 06:40,R_zdOPGFmseXrMhUZ,,,,,51.90859985,0.920898438,anonymous,EN,13.663,16.967,18.936,4,Minister 1,10.228,17.275,18.887,2,Minister 1,EU Integration,Oppose EU Integration,PM's Scandal,Sexual Harassment,PM's Position in EU Integration,Neutral,Party Affiliation,Labour Party,Gender,Female,PM's Partisanship,Labour Party,Scandal,Plagiarism,Neutral,Plagiarism,Support EU Integration,Labour Party,Female,Labour Party,Sexual Harassment,EU Integration,Neutral,PM's Scandal,Plagiarism,PM's Position in EU Integration,Support EU Integration,Party Affiliation,Conservative Party,Gender,Female,PM's Partisanship,Conservative Party,Scandal,Having an Extramarital Affair,Oppose EU Integration,Plagiarism,Support EU Integration,Labour Party,Male,Labour Party,Misreporting Funds
164,155.245.28.13,100,96,TRUE,2018/6/4 06:41,R_2THqzUBaPGi01HN,,,,,51.90859985,0.920898438,anonymous,EN,8.006,8.006,10.018,1,Minister 1,7.614,7.614,8.591,1,Minister 2,Party Affiliation,Conservative Party,PM's Partisanship,Conservative Party,EU Integration,Support EU Integration,PM's Position in EU Integration,Neutral,Gender,Male,Scandal,Having an Extramarital Affair,PM's Scandal,Misreporting Funds,Liberal Democrats,Conservative Party,Oppose EU Integration,Support EU Integration,Male,Having an Extramarital Affair,Misreporting Funds,Party Affiliation,Liberal Democrats,PM's Partisanship,Conservative Party,EU Integration,Support EU Integration,PM's Position in EU Integration,Oppose EU Integration,Gender,Female,Scandal,Misreporting Funds,PM's Scandal,Having an Extramarital Affair,Labour Party,Labour Party,Neutral,Support EU Integration,Female,Plagiarism,Misreporting Funds
165,155.245.28.11,100,99,TRUE,2018/6/4 06:43,R_3pgwQ4NrDwbQDXX,,,,,51.90859985,0.920898438,anonymous,EN,26.098,27.412,28.05,2,Minister 1,7.115,7.115,9.558,1,Minister 1,Party Affiliation,Labour Party,Gender,Male,PM's Position in EU Integration,Neutral,PM's Partisanship,Labour Party,EU Integration,Neutral,PM's Scandal,Misreporting Funds,Scandal,Having an Extramarital Affair,Liberal Democrats,Female,Oppose EU Integration,Conservative Party,Neutral,Having an Extramarital Affair,Misreporting Funds,Party Affiliation,Liberal Democrats,Gender,Male,PM's Position in EU Integration,Support EU Integration,PM's Partisanship,Conservative Party,EU Integration,Neutral,PM's Scandal,Misreporting Funds,Scandal,No Scandal,Conservative Party,Female,Support EU Integration,Conservative Party,Neutral,Sexual Harassment,Plagiarism
166,155.245.28.2,100,78,TRUE,2018/6/4 06:44,R_ODNlBszxU9bl1oB,,,,,51.90859985,0.920898438,anonymous,EN,6.382,6.382,7.606,1,Minister 2,6.377,6.377,8.36,1,Minister 1,PM's Scandal,No Scandal,Party Affiliation,Labour Party,PM's Partisanship,Labour Party,PM's Position in EU Integration,Support EU Integration,EU Integration,Oppose EU Integration,Scandal,Misreporting Funds,Gender,Female,Having an Extramarital Affair,Conservative Party,Conservative Party,Support EU Integration,Neutral,Having an Extramarital Affair,Male,PM's Scandal,Having an Extramarital Affair,Party Affiliation,Liberal Democrats,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Neutral,EU Integration,Oppose EU Integration,Scandal,Plagiarism,Gender,Male,No Scandal,Liberal Democrats,Conservative Party,Oppose EU Integration,Neutral,Misreporting Funds,Female
167,155.245.28.13,100,57,TRUE,2018/6/4 07:08,R_1ln9NutLBsd0DWQ,,,,,51.90859985,0.920898438,anonymous,EN,18.377,18.377,19.803,1,Minister 1,4.15,4.15,5.523,1,Minister 1,EU Integration,Neutral,Gender,Male,Scandal,Having an Extramarital Affair,PM's Scandal,Having an Extramarital Affair,Party Affiliation,Liberal Democrats,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Neutral,Neutral,Male,No Scandal,Sexual Harassment,Liberal Democrats,Conservative Party,Support EU Integration,EU Integration,Support EU Integration,Gender,Female,Scandal,No Scandal,PM's Scandal,Misreporting Funds,Party Affiliation,Conservative Party,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Oppose EU Integration,Neutral,Male,Sexual Harassment,Having an Extramarital Affair,Liberal Democrats,Conservative Party,Support EU Integration
168,155.245.28.4,100,67,TRUE,2018/6/4 07:10,R_33DpPr7rrYjNy90,,,,,51.90859985,0.920898438,anonymous,EN,4.852,4.852,6.092,1,Minister 2,4.467,4.467,5.717,1,Minister 1,Party Affiliation,Liberal Democrats,EU Integration,Neutral,Gender,Male,PM's Scandal,Misreporting Funds,Scandal,Plagiarism,PM's Position in EU Integration,Support EU Integration,PM's Partisanship,Conservative Party,Conservative Party,Oppose EU Integration,Female,Misreporting Funds,Plagiarism,Oppose EU Integration,Conservative Party,Party Affiliation,Conservative Party,EU Integration,Oppose EU Integration,Gender,Male,PM's Scandal,No Scandal,Scandal,Misreporting Funds,PM's Position in EU Integration,Neutral,PM's Partisanship,Conservative Party,Labour Party,Support EU Integration,Female,Sexual Harassment,Having an Extramarital Affair,Neutral,Labour Party
169,155.245.28.16,100,89,TRUE,2018/6/4 07:11,R_1d0LcwFJvk8Xgaa,,,,,51.90859985,0.920898438,anonymous,EN,19.444,19.444,21.133,1,Minister 1,9.957,9.957,11.179,1,Minister 1,Scandal,Misreporting Funds,EU Integration,Support EU Integration,PM's Position in EU Integration,Neutral,Party Affiliation,Conservative Party,Gender,Male,PM's Partisanship,Conservative Party,PM's Scandal,Misreporting Funds,Having an Extramarital Affair,Oppose EU Integration,Oppose EU Integration,Liberal Democrats,Female,Conservative Party,Plagiarism,Scandal,Misreporting Funds,EU Integration,Oppose EU Integration,PM's Position in EU Integration,Neutral,Party Affiliation,Labour Party,Gender,Female,PM's Partisanship,Labour Party,PM's Scandal,Plagiarism,Having an Extramarital Affair,Oppose EU Integration,Neutral,Liberal Democrats,Male,Conservative Party,Having an Extramarital Affair
170,155.245.28.2,100,85,TRUE,2018/6/4 07:12,R_3ik9Vb2kMKxOInR,,,,,51.90859985,0.920898438,anonymous,EN,13.228,13.228,14.624,1,Minister 2,8.693,8.693,11.825,1,Minister 2,PM's Position in EU Integration,Support EU Integration,Scandal,Sexual Harassment,PM's Scandal,No Scandal,PM's Partisanship,Labour Party,Gender,Male,EU Integration,Neutral,Party Affiliation,Labour Party,Neutral,Plagiarism,Having an Extramarital Affair,Labour Party,Male,Support EU Integration,Labour Party,PM's Position in EU Integration,Oppose EU Integration,Scandal,No Scandal,PM's Scandal,Having an Extramarital Affair,PM's Partisanship,Conservative Party,Gender,Male,EU Integration,Neutral,Party Affiliation,Conservative Party,Oppose EU Integration,Having an Extramarital Affair,No Scandal,Conservative Party,Male,Support EU Integration,Liberal Democrats
171,155.245.28.8,100,129,TRUE,2018/6/4 07:12,R_3QG0kIc8Rg33vhI,,,,,51.90859985,0.920898438,anonymous,EN,13.608,13.608,15.461,1,Minister 1,9.576,9.576,13.691,1,Minister 2,PM's Partisanship,Labour Party,Party Affiliation,Labour Party,Gender,Male,EU Integration,Support EU Integration,Scandal,Having an Extramarital Affair,PM's Scandal,Misreporting Funds,PM's Position in EU Integration,Oppose EU Integration,Labour Party,Labour Party,Female,Oppose EU Integration,Sexual Harassment,Plagiarism,Neutral,PM's Partisanship,Conservative Party,Party Affiliation,Liberal Democrats,Gender,Female,EU Integration,Oppose EU Integration,Scandal,Sexual Harassment,PM's Scandal,Having an Extramarital Affair,PM's Position in EU Integration,Neutral,Labour Party,Labour Party,Female,Oppose EU Integration,Having an Extramarital Affair,Having an Extramarital Affair,Oppose EU Integration
172,155.245.28.12,100,130,TRUE,2018/6/4 07:13,R_Dq4epTKUXF49EFX,,,,,51.90859985,0.920898438,anonymous,EN,38.927,38.927,40.48,1,Minister 1,8.154,8.154,9.435,1,Minister 2,Scandal,Sexual Harassment,PM's Position in EU Integration,Oppose EU Integration,Party Affiliation,Liberal Democrats,Gender,Male,PM's Partisanship,Conservative Party,PM's Scandal,Having an Extramarital Affair,EU Integration,Support EU Integration,Sexual Harassment,Oppose EU Integration,Conservative Party,Female,Conservative Party,Having an Extramarital Affair,Support EU Integration,Scandal,Sexual Harassment,PM's Position in EU Integration,Neutral,Party Affiliation,Conservative Party,Gender,Female,PM's Partisanship,Conservative Party,PM's Scandal,Misreporting Funds,EU Integration,Oppose EU Integration,Plagiarism,Neutral,Liberal Democrats,Female,Conservative Party,Misreporting Funds,Support EU Integration
173,155.245.28.17,100,140,TRUE,2018/6/4 07:14,R_3kGnaozLzRr54yd,,,,,51.90859985,0.920898438,anonymous,EN,9.145,21.717,23.441,3,Minister 2,16.323,17.047,17.467,2,Minister 2,Scandal,Having an Extramarital Affair,PM's Scandal,Sexual Harassment,PM's Position in EU Integration,Support EU Integration,PM's Partisanship,Labour Party,Party Affiliation,Labour Party,EU Integration,Neutral,Gender,Female,Sexual Harassment,No Scandal,Neutral,Conservative Party,Conservative Party,Oppose EU Integration,Female,Scandal,Plagiarism,PM's Scandal,Sexual Harassment,PM's Position in EU Integration,Support EU Integration,PM's Partisanship,Conservative Party,Party Affiliation,Conservative Party,EU Integration,Oppose EU Integration,Gender,Male,Misreporting Funds,Having an Extramarital Affair,Oppose EU Integration,Conservative Party,Liberal Democrats,Oppose EU Integration,Female
174,155.245.28.10,100,144,TRUE,2018/6/4 07:15,R_1g1nNowstCecvlo,,,,,51.90859985,0.920898438,anonymous,EN,13.232,13.232,14.194,1,Minister 2,12.697,22.82,24.663,2,Minister 2,PM's Partisanship,Conservative Party,PM's Scandal,Misreporting Funds,PM's Position in EU Integration,Oppose EU Integration,EU Integration,Neutral,Party Affiliation,Liberal Democrats,Scandal,Misreporting Funds,Gender,Male,Labour Party,Misreporting Funds,Support EU Integration,Oppose EU Integration,Labour Party,Plagiarism,Male,PM's Partisanship,Conservative Party,PM's Scandal,Plagiarism,PM's Position in EU Integration,Oppose EU Integration,EU Integration,Oppose EU Integration,Party Affiliation,Conservative Party,Scandal,No Scandal,Gender,Male,Conservative Party,Sexual Harassment,Oppose EU Integration,Support EU Integration,Conservative Party,Plagiarism,Female
175,155.245.28.9,100,137,TRUE,2018/6/4 07:15,R_1o4H5LHoVNbkBXV,,,,,51.90859985,0.920898438,anonymous,EN,17.83,17.83,19.295,1,Minister 2,22.184,29.467,32.913,3,Minister 2,PM's Scandal,Having an Extramarital Affair,Gender,Male,PM's Position in EU Integration,Neutral,PM's Partisanship,Conservative Party,Scandal,Plagiarism,EU Integration,Support EU Integration,Party Affiliation,Conservative Party,Sexual Harassment,Male,Neutral,Conservative Party,No Scandal,Neutral,Conservative Party,PM's Scandal,Sexual Harassment,Gender,Female,PM's Position in EU Integration,Neutral,PM's Partisanship,Conservative Party,Scandal,Having an Extramarital Affair,EU Integration,Support EU Integration,Party Affiliation,Liberal Democrats,No Scandal,Female,Neutral,Conservative Party,Misreporting Funds,Support EU Integration,Liberal Democrats
176,155.245.28.14,100,218,TRUE,2018/6/4 07:19,R_1TgO8cY540qnWgN,,,,,51.90859985,0.920898438,anonymous,EN,29.306,29.306,31.32,1,Minister 2,62.538,62.538,64.423,1,Minister 2,PM's Partisanship,Labour Party,PM's Position in EU Integration,Support EU Integration,Scandal,Sexual Harassment,Party Affiliation,Labour Party,PM's Scandal,Misreporting Funds,Gender,Male,EU Integration,Support EU Integration,Conservative Party,Neutral,No Scandal,Liberal Democrats,Having an Extramarital Affair,Female,Neutral,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Neutral,Scandal,Sexual Harassment,Party Affiliation,Liberal Democrats,PM's Scandal,No Scandal,Gender,Male,EU Integration,Neutral,Conservative Party,Support EU Integration,Misreporting Funds,Liberal Democrats,Misreporting Funds,Male,Neutral
177,155.245.28.2,100,131,TRUE,2018/6/4 07:39,R_vUe23UcCx5qwBr3,,,,,51.90859985,0.920898438,anonymous,EN,20.777,20.777,24.991,1,Minister 2,28.091,28.091,34.221,1,Minister 1,EU Integration,Support EU Integration,PM's Position in EU Integration,Neutral,PM's Partisanship,Conservative Party,Scandal,Misreporting Funds,Gender,Male,Party Affiliation,Conservative Party,PM's Scandal,Having an Extramarital Affair,Support EU Integration,Support EU Integration,Labour Party,Having an Extramarital Affair,Female,Labour Party,Sexual Harassment,EU Integration,Support EU Integration,PM's Position in EU Integration,Oppose EU Integration,PM's Partisanship,Conservative Party,Scandal,Having an Extramarital Affair,Gender,Female,Party Affiliation,Liberal Democrats,PM's Scandal,Misreporting Funds,Support EU Integration,Neutral,Conservative Party,Misreporting Funds,Female,Liberal Democrats,Plagiarism
178,155.245.28.9,100,99,TRUE,2018/6/4 07:39,R_110E4aGfjmDh1WG,,,,,51.90859985,0.920898438,anonymous,EN,10.712,10.712,11.924,1,Minister 1,4.581,4.581,6.184,1,Minister 2,EU Integration,Oppose EU Integration,PM's Scandal,Plagiarism,Party Affiliation,Conservative Party,Gender,Female,PM's Position in EU Integration,Oppose EU Integration,PM's Partisanship,Conservative Party,Scandal,No Scandal,Oppose EU Integration,Misreporting Funds,Conservative Party,Female,Oppose EU Integration,Conservative Party,Sexual Harassment,EU Integration,Neutral,PM's Scandal,Sexual Harassment,Party Affiliation,Labour Party,Gender,Female,PM's Position in EU Integration,Support EU Integration,PM's Partisanship,Labour Party,Scandal,No Scandal,Neutral,No Scandal,Labour Party,Female,Support EU Integration,Labour Party,No Scandal
179,155.245.28.8,100,111,TRUE,2018/6/4 07:39,R_22yUD2HGIyxN5zm,,,,,51.90859985,0.920898438,anonymous,EN,10.432,10.432,11.516,1,Minister 1,20.789,20.789,22.961,1,Minister 1,Party Affiliation,Liberal Democrats,PM's Position in EU Integration,Oppose EU Integration,EU Integration,Support EU Integration,PM's Scandal,No Scandal,Gender,Male,Scandal,Misreporting Funds,PM's Partisanship,Conservative Party,Liberal Democrats,Neutral,Neutral,Sexual Harassment,Male,Having an Extramarital Affair,Conservative Party,Party Affiliation,Liberal Democrats,PM's Position in EU Integration,Neutral,EU Integration,Support EU Integration,PM's Scandal,Having an Extramarital Affair,Gender,Male,Scandal,Having an Extramarital Affair,PM's Partisanship,Conservative Party,Conservative Party,Oppose EU Integration,Support EU Integration,Plagiarism,Female,No Scandal,Conservative Party
180,155.245.28.10,100,110,TRUE,2018/6/4 07:39,R_UcqQuxPcIqVa7WV,,,,,51.90859985,0.920898438,anonymous,EN,8.014,8.014,9.109,1,Minister 1,24.935,24.935,26.958,1,Minister 2,PM's Scandal,Misreporting Funds,PM's Position in EU Integration,Support EU Integration,EU Integration,Neutral,Party Affiliation,Liberal Democrats,Scandal,Plagiarism,Gender,Male,PM's Partisanship,Conservative Party,Plagiarism,Oppose EU Integration,Neutral,Labour Party,Having an Extramarital Affair,Male,Labour Party,PM's Scandal,Misreporting Funds,PM's Position in EU Integration,Support EU Integration,EU Integration,Neutral,Party Affiliation,Liberal Democrats,Scandal,No Scandal,Gender,Female,PM's Partisanship,Conservative Party,Having an Extramarital Affair,Support EU Integration,Neutral,Labour Party,Having an Extramarital Affair,Male,Labour Party
181,155.245.28.12,100,146,TRUE,2018/6/4 07:43,R_2DOfEB7nVMZNqig,,,,,51.90859985,0.920898438,anonymous,EN,16.515,16.515,19.849,1,Minister 1,18.791,18.791,20.299,1,Minister 1,PM's Scandal,Plagiarism,PM's Partisanship,Labour Party,Party Affiliation,Labour Party,PM's Position in EU Integration,Support EU Integration,Scandal,No Scandal,EU Integration,Oppose EU Integration,Gender,Male,Plagiarism,Conservative Party,Conservative Party,Neutral,Plagiarism,Oppose EU Integration,Male,PM's Scandal,Plagiarism,PM's Partisanship,Conservative Party,Party Affiliation,Conservative Party,PM's Position in EU Integration,Oppose EU Integration,Scandal,No Scandal,EU Integration,Oppose EU Integration,Gender,Female,Sexual Harassment,Conservative Party,Conservative Party,Neutral,Having an Extramarital Affair,Oppose EU Integration,Female
182,155.245.28.11,100,183,TRUE,2018/6/4 07:45,R_vOiSLO7PMg1hAQN,,,,,51.90859985,0.920898438,anonymous,EN,51.805,56.776,57.989,2,Minister 2,11.697,11.697,13.259,1,Minister 1,PM's Scandal,Misreporting Funds,EU Integration,Neutral,Party Affiliation,Conservative Party,Gender,Female,PM's Partisanship,Conservative Party,Scandal,Sexual Harassment,PM's Position in EU Integration,Neutral,No Scandal,Support EU Integration,Conservative Party,Female,Conservative Party,Sexual Harassment,Oppose EU Integration,PM's Scandal,No Scandal,EU Integration,Neutral,Party Affiliation,Labour Party,Gender,Female,PM's Partisanship,Labour Party,Scandal,Plagiarism,PM's Position in EU Integration,Support EU Integration,Sexual Harassment,Support EU Integration,Conservative Party,Male,Conservative Party,No Scandal,Oppose EU Integration
183,155.245.28.11,100,119,TRUE,2018/6/4 08:08,R_2CkYvK1r6840N4X,,,,,51.90859985,0.920898438,anonymous,EN,22.579,22.579,24.295,1,Minister 1,7.525,7.525,9.326,1,Minister 2,Party Affiliation,Labour Party,Gender,Female,EU Integration,Oppose EU Integration,PM's Position in EU Integration,Support EU Integration,PM's Partisanship,Labour Party,Scandal,Misreporting Funds,PM's Scandal,Misreporting Funds,Liberal Democrats,Male,Neutral,Support EU Integration,Conservative Party,Sexual Harassment,Misreporting Funds,Party Affiliation,Labour Party,Gender,Male,EU Integration,Support EU Integration,PM's Position in EU Integration,Support EU Integration,PM's Partisanship,Labour Party,Scandal,Misreporting Funds,PM's Scandal,No Scandal,Conservative Party,Male,Neutral,Support EU Integration,Conservative Party,Having an Extramarital Affair,Misreporting Funds
184,155.245.28.4,100,93,TRUE,2018/6/4 08:09,R_qQke2IDoxbML8Zj,,,,,51.90859985,0.920898438,anonymous,EN,11.271,13.042,14.418,2,Minister 2,8.154,8.154,15.52,1,Minister 1,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Neutral,PM's Scandal,Sexual Harassment,Gender,Female,EU Integration,Oppose EU Integration,Scandal,Plagiarism,Party Affiliation,Conservative Party,Labour Party,Support EU Integration,No Scandal,Female,Support EU Integration,Having an Extramarital Affair,Labour Party,PM's Partisanship,Labour Party,PM's Position in EU Integration,Neutral,PM's Scandal,No Scandal,Gender,Female,EU Integration,Support EU Integration,Scandal,Having an Extramarital Affair,Party Affiliation,Labour Party,Labour Party,Oppose EU Integration,Sexual Harassment,Male,Support EU Integration,Having an Extramarital Affair,Labour Party
185,155.245.28.8,100,71,TRUE,2018/6/4 08:11,R_1nOf3kC2YvjhdUD,,,,,51.90859985,0.920898438,anonymous,EN,5.865,5.865,7.777,1,Minister 1,5.666,5.666,7.126,1,Minister 1,Gender,Female,PM's Partisanship,Conservative Party,EU Integration,Neutral,Scandal,Sexual Harassment,PM's Scandal,No Scandal,PM's Position in EU Integration,Neutral,Party Affiliation,Conservative Party,Male,Conservative Party,Oppose EU Integration,Plagiarism,Plagiarism,Neutral,Conservative Party,Gender,Male,PM's Partisanship,Conservative Party,EU Integration,Oppose EU Integration,Scandal,Having an Extramarital Affair,PM's Scandal,Having an Extramarital Affair,PM's Position in EU Integration,Oppose EU Integration,Party Affiliation,Liberal Democrats,Female,Conservative Party,Oppose EU Integration,Misreporting Funds,Misreporting Funds,Neutral,Liberal Democrats
186,155.245.28.10,100,64,TRUE,2018/6/4 08:35,R_RLalRNkZA7czUWJ,,,,,51.90859985,0.920898438,anonymous,EN,0.441,0.441,1.346,1,Minister 2,0.037,1.149,2.565,2,Minister 1,Gender,Male,PM's Position in EU Integration,Neutral,Scandal,Misreporting Funds,PM's Partisanship,Conservative Party,Party Affiliation,Liberal Democrats,EU Integration,Support EU Integration,PM's Scandal,Plagiarism,Male,Support EU Integration,Sexual Harassment,Conservative Party,Liberal Democrats,Support EU Integration,Misreporting Funds,Gender,Female,PM's Position in EU Integration,Support EU Integration,Scandal,Sexual Harassment,PM's Partisanship,Conservative Party,Party Affiliation,Conservative Party,EU Integration,Support EU Integration,PM's Scandal,Plagiarism,Male,Neutral,Plagiarism,Conservative Party,Conservative Party,Neutral,Misreporting Funds
187,155.245.28.2,100,87,TRUE,2018/6/4 08:35,R_7QInsLNkkZUWHM5,,,,,51.90859985,0.920898438,anonymous,EN,6.154,6.154,6.851,1,Minister 1,4.019,5.074,5.575,3,Minister 1,Gender,Male,Party Affiliation,Labour Party,PM's Scandal,Plagiarism,PM's Partisanship,Labour Party,PM's Position in EU Integration,Oppose EU Integration,EU Integration,Support EU Integration,Scandal,Having an Extramarital Affair,Female,Conservative Party,Having an Extramarital Affair,Conservative Party,Support EU Integration,Oppose EU Integration,Having an Extramarital Affair,Gender,Male,Party Affiliation,Conservative Party,PM's Scandal,Sexual Harassment,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Neutral,EU Integration,Oppose EU Integration,Scandal,Sexual Harassment,Female,Liberal Democrats,No Scandal,Conservative Party,Support EU Integration,Support EU Integration,Plagiarism
188,155.245.28.11,100,115,TRUE,2018/6/4 08:40,R_215qHNyHbZFyc8E,,,,,51.90859985,0.920898438,anonymous,EN,11.184,11.184,12.786,1,Minister 1,21.964,21.964,23.74,1,Minister 1,EU Integration,Oppose EU Integration,PM's Partisanship,Labour Party,Party Affiliation,Labour Party,Gender,Female,Scandal,Misreporting Funds,PM's Scandal,Plagiarism,PM's Position in EU Integration,Support EU Integration,Support EU Integration,Labour Party,Labour Party,Male,Having an Extramarital Affair,Sexual Harassment,Support EU Integration,EU Integration,Oppose EU Integration,PM's Partisanship,Labour Party,Party Affiliation,Labour Party,Gender,Male,Scandal,Sexual Harassment,PM's Scandal,Plagiarism,PM's Position in EU Integration,Support EU Integration,Oppose EU Integration,Labour Party,Labour Party,Female,Plagiarism,Sexual Harassment,Oppose EU Integration
189,155.245.28.15,100,95,TRUE,2018/6/4 08:40,R_1kU1wPijohdWS1I,,,,,51.90859985,0.920898438,anonymous,EN,11.198,11.198,11.963,1,Minister 2,10.089,10.089,10.985,1,Minister 1,Gender,Male,PM's Scandal,No Scandal,PM's Partisanship,Labour Party,EU Integration,Oppose EU Integration,Party Affiliation,Labour Party,PM's Position in EU Integration,Oppose EU Integration,Scandal,Sexual Harassment,Male,Plagiarism,Labour Party,Oppose EU Integration,Labour Party,Support EU Integration,Misreporting Funds,Gender,Male,PM's Scandal,Having an Extramarital Affair,PM's Partisanship,Conservative Party,EU Integration,Support EU Integration,Party Affiliation,Liberal Democrats,PM's Position in EU Integration,Support EU Integration,Scandal,Having an Extramarital Affair,Female,No Scandal,Conservative Party,Oppose EU Integration,Conservative Party,Neutral,Sexual Harassment
190,155.245.28.17,100,109,TRUE,2018/6/4 08:40,R_ZgzdVUXosVVxJdv,,,,,51.90859985,0.920898438,anonymous,EN,8.7,9.477,10.352,2,Minister 2,12.595,12.595,17.641,1,Minister 2,Scandal,Sexual Harassment,Gender,Male,Party Affiliation,Labour Party,EU Integration,Oppose EU Integration,PM's Scandal,No Scandal,PM's Position in EU Integration,Oppose EU Integration,PM's Partisanship,Labour Party,Plagiarism,Male,Conservative Party,Support EU Integration,Misreporting Funds,Neutral,Conservative Party,Scandal,Plagiarism,Gender,Male,Party Affiliation,Liberal Democrats,EU Integration,Support EU Integration,PM's Scandal,Misreporting Funds,PM's Position in EU Integration,Support EU Integration,PM's Partisanship,Conservative Party,Misreporting Funds,Female,Liberal Democrats,Support EU Integration,Plagiarism,Support EU Integration,Conservative Party
191,155.245.28.12,100,94,TRUE,2018/6/4 08:40,R_3Kp6hrKA7c5aWq5,,,,,51.90859985,0.920898438,anonymous,EN,10.01,10.01,11.059,1,Minister 1,26.082,26.082,28.143,1,Minister 2,PM's Position in EU Integration,Neutral,PM's Partisanship,Conservative Party,PM's Scandal,Misreporting Funds,EU Integration,Oppose EU Integration,Gender,Female,Party Affiliation,Liberal Democrats,Scandal,Having an Extramarital Affair,Neutral,Conservative Party,Sexual Harassment,Oppose EU Integration,Female,Liberal Democrats,Misreporting Funds,PM's Position in EU Integration,Neutral,PM's Partisanship,Conservative Party,PM's Scandal,No Scandal,EU Integration,Support EU Integration,Gender,Male,Party Affiliation,Liberal Democrats,Scandal,Having an Extramarital Affair,Oppose EU Integration,Labour Party,Misreporting Funds,Oppose EU Integration,Male,Labour Party,Having an Extramarital Affair
