,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1_First Click,Q1_Last Click,Q1_Page Submit,Q1_Click Count,Q3_First Click,Q3_Last Click,Q3_Page Submit,Q3_Click Count,Q4,Q5_First Click,Q5_Last Click,Q5_Page Submit,Q5_Click Count,Q6,F-1-1,F-1-1-1,F-1-2,F-1-1-2,F-1-3,F-1-1-3,F-1-4,F-1-1-4,F-1-5,F-1-1-5,F-1-6,F-1-1-6,F-1-7,F-1-1-7,F-1-2-1,F-1-2-2,F-1-2-3,F-1-2-4,F-1-2-5,F-1-2-6,F-1-2-7,F-2-1,F-2-1-1,F-2-2,F-2-1-2,F-2-3,F-2-1-3,F-2-4,F-2-1-4,F-2-5,F-2-1-5,F-2-6,F-2-1-6,F-2-7,F-2-1-7,F-2-2-1,F-2-2-2,F-2-2-3,F-2-2-4,F-2-2-5,F-2-2-6,F-2-2-7
155,155.245.28.19,100,49,TRUE,2018/6/4 06:09,R_262AqQwPRGVGosl,,,,,51.90859985,0.920898438,anonymous,EN,0,0,11.778,0,19.785,19.785,21.362,1,Minister 1,15.09,15.09,16.862,1,Minister 2,PM's Position in EU Integration,Oppose EU Integration,Gender,Male,PM's Scandal,Plagiarism,PM's Partisanship,Conservative Party,EU Integration,Neutral,Scandal,Misreporting Funds,Party Affiliation,Liberal Democrats,Support EU Integration,Female,Sexual Harassment,Conservative Party,Support EU Integration,Having an Extramarital Affair,Conservative Party,PM's Position in EU Integration,Oppose EU Integration,Gender,Male,PM's Scandal,No Scandal,PM's Partisanship,Labour Party,EU Integration,Neutral,Scandal,Plagiarism,Party Affiliation,Labour Party,Neutral,Male,Sexual Harassment,Conservative Party,Neutral,No Scandal,Liberal Democrats
156,155.245.28.11,100,55,TRUE,2018/6/4 06:09,R_2WwcTToH3ERoTAS,,,,,51.90859985,0.920898438,anonymous,EN,0,0,31.146,0,8.687,8.687,10.358,1,Minister 2,12.606,12.606,13.913,1,Minister 1,Gender,Female,Party Affiliation,Conservative Party,Scandal,Plagiarism,PM's Position in EU Integration,Oppose EU Integration,PM's Partisanship,Conservative Party,EU Integration,Oppose EU Integration,PM's Scandal,Plagiarism,Male,Conservative Party,No Scandal,Oppose EU Integration,Conservative Party,Oppose EU Integration,Misreporting Funds,Gender,Male,Party Affiliation,Liberal Democrats,Scandal,No Scandal,PM's Position in EU Integration,Neutral,PM's Partisanship,Conservative Party,EU Integration,Oppose EU Integration,PM's Scandal,No Scandal,Female,Labour Party,Misreporting Funds,Neutral,Labour Party,Neutral,Plagiarism
157,155.245.28.12,100,59,TRUE,2018/6/4 06:09,R_216Wi71z5v2YEYF,,,,,51.90859985,0.920898438,anonymous,EN,0,0,44.339,0,6.962,6.962,8.004,1,Minister 2,7.812,7.812,8.54,1,Minister 1,Gender,Female,Scandal,Misreporting Funds,EU Integration,Support EU Integration,Party Affiliation,Labour Party,PM's Scandal,Having an Extramarital Affair,PM's Position in EU Integration,Neutral,PM's Partisanship,Labour Party,Male,Having an Extramarital Affair,Neutral,Liberal Democrats,No Scandal,Support EU Integration,Conservative Party,Gender,Male,Scandal,Sexual Harassment,EU Integration,Neutral,Party Affiliation,Liberal Democrats,PM's Scandal,Having an Extramarital Affair,PM's Position in EU Integration,Support EU Integration,PM's Partisanship,Conservative Party,Female,No Scandal,Oppose EU Integration,Liberal Democrats,Plagiarism,Oppose EU Integration,Conservative Party
158,155.245.28.10,100,35,TRUE,2018/6/4 06:10,R_3j7LVX2JOlTLhsd,,,,,51.90859985,0.920898438,anonymous,EN,0,0,8.945,0,15.301,15.301,17.452,1,Minister 2,5.595,5.595,8.348,1,Minister 1,Gender,Male,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Oppose EU Integration,PM's Scandal,Misreporting Funds,EU Integration,Support EU Integration,Party Affiliation,Liberal Democrats,Scandal,Plagiarism,Female,Labour Party,Neutral,Plagiarism,Support EU Integration,Labour Party,Plagiarism,Gender,Female,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Neutral,PM's Scandal,No Scandal,EU Integration,Support EU Integration,Party Affiliation,Liberal Democrats,Scandal,No Scandal,Male,Conservative Party,Neutral,Misreporting Funds,Oppose EU Integration,Liberal Democrats,No Scandal
159,155.245.28.13,100,54,TRUE,2018/6/4 06:12,R_tXtePn99gPJZTTH,,,,,51.90859985,0.920898438,anonymous,EN,0,0,15.959,0,25.612,25.612,26.842,1,Minister 1,10.685,10.685,12.548,1,Minister 2,PM's Scandal,Misreporting Funds,EU Integration,Support EU Integration,PM's Partisanship,Labour Party,Gender,Male,Party Affiliation,Labour Party,Scandal,No Scandal,PM's Position in EU Integration,Oppose EU Integration,Plagiarism,Support EU Integration,Conservative Party,Female,Conservative Party,Plagiarism,Neutral,PM's Scandal,Misreporting Funds,EU Integration,Neutral,PM's Partisanship,Conservative Party,Gender,Male,Party Affiliation,Conservative Party,Scandal,Having an Extramarital Affair,PM's Position in EU Integration,Neutral,Misreporting Funds,Neutral,Conservative Party,Male,Conservative Party,Having an Extramarital Affair,Support EU Integration
160,155.245.28.9,100,70,TRUE,2018/6/4 06:14,R_3fBtCt9BeZSXZUC,,,,,51.90859985,0.920898438,anonymous,EN,0,0,33.508,0,23.236,23.236,24.182,1,Minister 1,14.143,14.143,14.747,1,Minister 2,PM's Scandal,No Scandal,EU Integration,Neutral,PM's Position in EU Integration,Neutral,PM's Partisanship,Conservative Party,Party Affiliation,Liberal Democrats,Scandal,Having an Extramarital Affair,Gender,Male,No Scandal,Support EU Integration,Oppose EU Integration,Labour Party,Labour Party,Having an Extramarital Affair,Female,PM's Scandal,Plagiarism,EU Integration,Neutral,PM's Position in EU Integration,Neutral,PM's Partisanship,Labour Party,Party Affiliation,Labour Party,Scandal,Plagiarism,Gender,Male,Plagiarism,Neutral,Support EU Integration,Labour Party,Labour Party,No Scandal,Male
161,155.245.28.12,100,35,TRUE,2018/6/4 06:37,R_2Cvo1WoMCJdVSpm,,,,,51.90859985,0.920898438,anonymous,EN,0,0,18.215,0,5.277,5.277,6.865,1,Minister 2,8.619,8.619,9.623,1,Minister 1,PM's Position in EU Integration,Oppose EU Integration,EU Integration,Support EU Integration,Party Affiliation,Conservative Party,PM's Scandal,Sexual Harassment,PM's Partisanship,Conservative Party,Gender,Female,Scandal,Plagiarism,Support EU Integration,Neutral,Conservative Party,No Scandal,Conservative Party,Female,No Scandal,PM's Position in EU Integration,Support EU Integration,EU Integration,Neutral,Party Affiliation,Labour Party,PM's Scandal,Plagiarism,PM's Partisanship,Labour Party,Gender,Female,Scandal,Having an Extramarital Affair,Neutral,Oppose EU Integration,Labour Party,Misreporting Funds,Labour Party,Male,Having an Extramarital Affair
162,155.245.28.9,100,40,TRUE,2018/6/4 06:37,R_3PB5GgXihWvxXpz,,,,,51.90859985,0.920898438,anonymous,EN,0,0,19.03,0,11.75,11.75,12.883,1,Minister 2,5.803,7.435,8.424,2,Minister 1,Gender,Male,Scandal,Sexual Harassment,PM's Partisanship,Labour Party,Party Affiliation,Labour Party,PM's Position in EU Integration,Support EU Integration,PM's Scandal,No Scandal,EU Integration,Support EU Integration,Female,Plagiarism,Labour Party,Labour Party,Support EU Integration,Misreporting Funds,Support EU Integration,Gender,Male,Scandal,Plagiarism,PM's Partisanship,Conservative Party,Party Affiliation,Conservative Party,PM's Position in EU Integration,Support EU Integration,PM's Scandal,Sexual Harassment,EU Integration,Support EU Integration,Female,No Scandal,Conservative Party,Liberal Democrats,Oppose EU Integration,No Scandal,Oppose EU Integration
163,155.245.28.4,100,50,TRUE,2018/6/4 06:37,R_3kdjhXPkKWZ5g6L,,,,,51.90859985,0.920898438,anonymous,EN,6.832,6.832,7.316,1,0.792,17,31.305,4,Minister 2,5.009,11.783,12.88,2,Minister 1,EU Integration,Support EU Integration,Gender,Male,PM's Position in EU Integration,Neutral,PM's Scandal,Sexual Harassment,Party Affiliation,Conservative Party,PM's Partisanship,Conservative Party,Scandal,Plagiarism,Support EU Integration,Male,Oppose EU Integration,No Scandal,Labour Party,Labour Party,No Scandal,EU Integration,Support EU Integration,Gender,Female,PM's Position in EU Integration,Neutral,PM's Scandal,Misreporting Funds,Party Affiliation,Conservative Party,PM's Partisanship,Conservative Party,Scandal,No Scandal,Oppose EU Integration,Female,Support EU Integration,Sexual Harassment,Liberal Democrats,Conservative Party,Having an Extramarital Affair
164,155.245.28.13,100,38,TRUE,2018/6/4 06:39,R_2pS86VOuVgvLIYd,,,,,51.90859985,0.920898438,anonymous,EN,0,0,5.713,0,9.026,9.026,11.112,1,Minister 1,19.909,19.909,21.401,1,Minister 2,Party Affiliation,Conservative Party,Gender,Male,PM's Scandal,No Scandal,Scandal,Having an Extramarital Affair,PM's Position in EU Integration,Neutral,PM's Partisanship,Conservative Party,EU Integration,Oppose EU Integration,Labour Party,Male,Sexual Harassment,No Scandal,Support EU Integration,Labour Party,Neutral,Party Affiliation,Liberal Democrats,Gender,Male,PM's Scandal,Misreporting Funds,Scandal,No Scandal,PM's Position in EU Integration,Oppose EU Integration,PM's Partisanship,Conservative Party,EU Integration,Oppose EU Integration,Liberal Democrats,Female,Sexual Harassment,Misreporting Funds,Neutral,Conservative Party,Oppose EU Integration
165,155.245.28.11,100,99,TRUE,2018/6/4 06:41,R_1JRPRJqZlhCQqy9,,,,,51.90859985,0.920898438,anonymous,EN,41.055,41.055,41.809,1,45.785,45.785,47.184,1,Minister 1,11.663,11.663,14.284,1,Minister 1,Gender,Female,PM's Partisanship,Conservative Party,Party Affiliation,Liberal Democrats,PM's Scandal,Having an Extramarital Affair,Scandal,No Scandal,PM's Position in EU Integration,Support EU Integration,EU Integration,Support EU Integration,Male,Conservative Party,Liberal Democrats,No Scandal,Misreporting Funds,Support EU Integration,Oppose EU Integration,Gender,Male,PM's Partisanship,Conservative Party,Party Affiliation,Conservative Party,PM's Scandal,Plagiarism,Scandal,Plagiarism,PM's Position in EU Integration,Neutral,EU Integration,Support EU Integration,Male,Conservative Party,Liberal Democrats,Sexual Harassment,Misreporting Funds,Oppose EU Integration,Oppose EU Integration
166,155.245.28.2,100,33,TRUE,2018/6/4 06:43,R_3EcDvPYgBZgAv5d,,,,,51.90859985,0.920898438,anonymous,EN,0,0,1.66,0,10.286,10.944,12.335,2,Minister 2,18.166,18.166,19.452,1,Minister 1,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Oppose EU Integration,Gender,Male,Scandal,Misreporting Funds,EU Integration,Support EU Integration,PM's Scandal,No Scandal,Party Affiliation,Liberal Democrats,Conservative Party,Neutral,Female,No Scandal,Neutral,Sexual Harassment,Liberal Democrats,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Oppose EU Integration,Gender,Female,Scandal,No Scandal,EU Integration,Neutral,PM's Scandal,No Scandal,Party Affiliation,Liberal Democrats,Conservative Party,Neutral,Male,No Scandal,Oppose EU Integration,Having an Extramarital Affair,Liberal Democrats
167,155.245.28.13,100,39,TRUE,2018/6/4 07:06,R_08SsWu8xiHSI6jf,,,,,51.90859985,0.920898438,anonymous,EN,0,0,8.755,0,13.575,13.575,16.288,1,Minister 2,5.606,12.149,14.318,6,Minister 2,PM's Partisanship,Conservative Party,Party Affiliation,Conservative Party,EU Integration,Neutral,PM's Scandal,No Scandal,Gender,Male,Scandal,Sexual Harassment,PM's Position in EU Integration,Support EU Integration,Labour Party,Labour Party,Oppose EU Integration,Plagiarism,Male,Misreporting Funds,Support EU Integration,PM's Partisanship,Conservative Party,Party Affiliation,Liberal Democrats,EU Integration,Support EU Integration,PM's Scandal,No Scandal,Gender,Male,Scandal,No Scandal,PM's Position in EU Integration,Support EU Integration,Labour Party,Labour Party,Oppose EU Integration,Having an Extramarital Affair,Female,Having an Extramarital Affair,Support EU Integration
168,155.245.28.4,100,53,TRUE,2018/6/4 07:08,R_eXq9PdSeePDpGox,,,,,51.90859985,0.920898438,anonymous,EN,0,0,15.509,0,24.982,24.982,25.795,1,Minister 2,10.958,11.741,13.189,2,Minister 1,Gender,Female,EU Integration,Oppose EU Integration,Party Affiliation,Conservative Party,PM's Partisanship,Conservative Party,PM's Scandal,Plagiarism,PM's Position in EU Integration,Neutral,Scandal,No Scandal,Male,Oppose EU Integration,Conservative Party,Conservative Party,No Scandal,Neutral,Plagiarism,Gender,Male,EU Integration,Oppose EU Integration,Party Affiliation,Liberal Democrats,PM's Partisanship,Conservative Party,PM's Scandal,No Scandal,PM's Position in EU Integration,Support EU Integration,Scandal,No Scandal,Male,Support EU Integration,Conservative Party,Conservative Party,Sexual Harassment,Oppose EU Integration,No Scandal
169,155.245.28.16,100,76,TRUE,2018/6/4 07:08,R_10Nncr3C5QFiA08,,,,,51.90859985,0.920898438,anonymous,EN,0,0,25.684,0,35.107,35.107,36.735,1,Minister 1,14.796,14.796,16.079,1,Minister 2,Party Affiliation,Labour Party,Scandal,Sexual Harassment,PM's Scandal,Having an Extramarital Affair,PM's Partisanship,Labour Party,PM's Position in EU Integration,Oppose EU Integration,Gender,Male,EU Integration,Support EU Integration,Conservative Party,Having an Extramarital Affair,Sexual Harassment,Conservative Party,Neutral,Female,Neutral,Party Affiliation,Conservative Party,Scandal,Having an Extramarital Affair,PM's Scandal,Sexual Harassment,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Neutral,Gender,Male,EU Integration,Oppose EU Integration,Conservative Party,Plagiarism,No Scandal,Conservative Party,Neutral,Male,Support EU Integration
170,155.245.28.8,100,40,TRUE,2018/6/4 07:10,R_sUs4e8ySRkOqbh7,,,,,51.90859985,0.920898438,anonymous,EN,0,0,9.541,0,9.202,9.202,11.644,1,Minister 1,15.471,15.471,18.908,1,Minister 1,Scandal,Having an Extramarital Affair,PM's Scandal,No Scandal,Gender,Female,PM's Partisanship,Labour Party,Party Affiliation,Labour Party,EU Integration,Neutral,PM's Position in EU Integration,Oppose EU Integration,Having an Extramarital Affair,Sexual Harassment,Male,Labour Party,Labour Party,Oppose EU Integration,Support EU Integration,Scandal,Misreporting Funds,PM's Scandal,No Scandal,Gender,Male,PM's Partisanship,Conservative Party,Party Affiliation,Conservative Party,EU Integration,Support EU Integration,PM's Position in EU Integration,Oppose EU Integration,Sexual Harassment,Plagiarism,Female,Conservative Party,Liberal Democrats,Support EU Integration,Support EU Integration
171,155.245.28.2,100,37,TRUE,2018/6/4 07:10,R_1roY5zJSixH4ctp,,,,,51.90859985,0.920898438,anonymous,EN,0,0,14.926,0,9.629,9.629,10.625,1,Minister 1,9.434,9.434,11.035,1,Minister 1,PM's Partisanship,Labour Party,Party Affiliation,Labour Party,Scandal,Sexual Harassment,EU Integration,Support EU Integration,Gender,Female,PM's Scandal,Sexual Harassment,PM's Position in EU Integration,Support EU Integration,Labour Party,Labour Party,Sexual Harassment,Oppose EU Integration,Male,Sexual Harassment,Oppose EU Integration,PM's Partisanship,Conservative Party,Party Affiliation,Conservative Party,Scandal,No Scandal,EU Integration,Support EU Integration,Gender,Male,PM's Scandal,No Scandal,PM's Position in EU Integration,Neutral,Labour Party,Labour Party,Plagiarism,Oppose EU Integration,Male,Misreporting Funds,Oppose EU Integration
172,155.245.28.12,100,67,TRUE,2018/6/4 07:10,R_27ptpv0JFMlOmWW,,,,,51.90859985,0.920898438,anonymous,EN,22.793,22.793,23.749,1,22.176,22.176,24.164,1,Minister 2,14.998,18.544,21.221,2,Minister 2,PM's Position in EU Integration,Oppose EU Integration,Gender,Male,PM's Partisanship,Conservative Party,EU Integration,Oppose EU Integration,PM's Scandal,Misreporting Funds,Scandal,Sexual Harassment,Party Affiliation,Liberal Democrats,Oppose EU Integration,Female,Conservative Party,Oppose EU Integration,Sexual Harassment,Plagiarism,Liberal Democrats,PM's Position in EU Integration,Oppose EU Integration,Gender,Female,PM's Partisanship,Conservative Party,EU Integration,Neutral,PM's Scandal,Misreporting Funds,Scandal,Sexual Harassment,Party Affiliation,Conservative Party,Neutral,Female,Conservative Party,Oppose EU Integration,Plagiarism,Having an Extramarital Affair,Conservative Party
173,155.245.28.17,100,101,TRUE,2018/6/4 07:11,R_2Cf9pak1VrWsos8,,,,,51.90859985,0.920898438,anonymous,EN,0,0,4.358,0,35.092,35.092,35.707,1,Minister 1,31.52,31.52,64.942,1,Minister 1,Party Affiliation,Liberal Democrats,EU Integration,Neutral,PM's Scandal,No Scandal,PM's Position in EU Integration,Support EU Integration,Gender,Female,PM's Partisanship,Conservative Party,Scandal,Having an Extramarital Affair,Liberal Democrats,Neutral,Plagiarism,Neutral,Female,Conservative Party,No Scandal,Party Affiliation,Liberal Democrats,EU Integration,Neutral,PM's Scandal,Misreporting Funds,PM's Position in EU Integration,Oppose EU Integration,Gender,Male,PM's Partisanship,Conservative Party,Scandal,Having an Extramarital Affair,Labour Party,Oppose EU Integration,Misreporting Funds,Oppose EU Integration,Male,Labour Party,Plagiarism
174,155.245.28.9,100,65,TRUE,2018/6/4 07:12,R_2zo6QDfOS5GZQ4x,,,,,51.90859985,0.920898438,anonymous,EN,0,0,26.477,0,15.342,15.342,22.289,1,Minister 2,17.567,17.567,19.183,1,Minister 2,PM's Partisanship,Conservative Party,EU Integration,Neutral,PM's Position in EU Integration,Support EU Integration,Gender,Female,PM's Scandal,Having an Extramarital Affair,Party Affiliation,Conservative Party,Scandal,Sexual Harassment,Conservative Party,Support EU Integration,Support EU Integration,Male,Having an Extramarital Affair,Conservative Party,Plagiarism,PM's Partisanship,Labour Party,EU Integration,Oppose EU Integration,PM's Position in EU Integration,Support EU Integration,Gender,Male,PM's Scandal,Sexual Harassment,Party Affiliation,Labour Party,Scandal,Sexual Harassment,Conservative Party,Neutral,Neutral,Female,No Scandal,Conservative Party,Having an Extramarital Affair
175,155.245.28.10,100,65,TRUE,2018/6/4 07:12,R_wSsCbLP1T3A14xX,,,,,51.90859985,0.920898438,anonymous,EN,0,0,42.289,0,10.945,10.945,12.849,1,Minister 1,9.84,9.84,10.757,1,Minister 2,Gender,Female,PM's Partisanship,Labour Party,Scandal,Having an Extramarital Affair,Party Affiliation,Labour Party,EU Integration,Oppose EU Integration,PM's Scandal,Misreporting Funds,PM's Position in EU Integration,Support EU Integration,Female,Labour Party,Sexual Harassment,Labour Party,Support EU Integration,Misreporting Funds,Neutral,Gender,Male,PM's Partisanship,Conservative Party,Scandal,Having an Extramarital Affair,Party Affiliation,Liberal Democrats,EU Integration,Oppose EU Integration,PM's Scandal,No Scandal,PM's Position in EU Integration,Neutral,Male,Labour Party,Plagiarism,Labour Party,Support EU Integration,Sexual Harassment,Support EU Integration
176,155.245.28.14,100,91,TRUE,2018/6/4 07:15,R_2sSbsMk7Be61lTM,,,,,51.90859985,0.920898438,anonymous,EN,0,0,37.663,0,27.958,27.958,30.232,1,Minister 2,25.56,25.56,26.615,1,Minister 1,Scandal,Misreporting Funds,PM's Position in EU Integration,Support EU Integration,EU Integration,Oppose EU Integration,PM's Partisanship,Conservative Party,Gender,Male,PM's Scandal,Plagiarism,Party Affiliation,Liberal Democrats,Misreporting Funds,Oppose EU Integration,Oppose EU Integration,Conservative Party,Male,No Scandal,Liberal Democrats,Scandal,No Scandal,PM's Position in EU Integration,Support EU Integration,EU Integration,Support EU Integration,PM's Partisanship,Labour Party,Gender,Male,PM's Scandal,Having an Extramarital Affair,Party Affiliation,Labour Party,Sexual Harassment,Support EU Integration,Support EU Integration,Conservative Party,Male,Sexual Harassment,Liberal Democrats
177,155.245.28.2,100,36,TRUE,2018/6/4 07:36,R_3NJRwe7cp7wUUnB,,,,,51.90859985,0.920898438,anonymous,EN,0,0,5.776,0,13.649,13.649,15.382,1,Minister 2,13.678,13.678,15.349,1,Minister 2,Scandal,Having an Extramarital Affair,Party Affiliation,Conservative Party,PM's Position in EU Integration,Oppose EU Integration,Gender,Male,PM's Scandal,Misreporting Funds,PM's Partisanship,Conservative Party,EU Integration,Oppose EU Integration,Misreporting Funds,Labour Party,Neutral,Female,No Scandal,Labour Party,Support EU Integration,Scandal,Sexual Harassment,Party Affiliation,Labour Party,PM's Position in EU Integration,Oppose EU Integration,Gender,Female,PM's Scandal,Sexual Harassment,PM's Partisanship,Labour Party,EU Integration,Oppose EU Integration,Having an Extramarital Affair,Liberal Democrats,Oppose EU Integration,Female,No Scandal,Conservative Party,Support EU Integration
178,155.245.28.9,100,41,TRUE,2018/6/4 07:37,R_3J2vSQlAN7ALzv1,,,,,51.90859985,0.920898438,anonymous,EN,0,0,5.296,0,17.571,17.571,19.367,1,Minister 2,10.706,10.706,17,1,Minister 2,PM's Scandal,Sexual Harassment,Scandal,Sexual Harassment,PM's Position in EU Integration,Support EU Integration,PM's Partisanship,Conservative Party,EU Integration,Oppose EU Integration,Gender,Male,Party Affiliation,Liberal Democrats,Plagiarism,Sexual Harassment,Oppose EU Integration,Labour Party,Neutral,Male,Labour Party,PM's Scandal,No Scandal,Scandal,Misreporting Funds,PM's Position in EU Integration,Neutral,PM's Partisanship,Conservative Party,EU Integration,Oppose EU Integration,Gender,Male,Party Affiliation,Liberal Democrats,Having an Extramarital Affair,Plagiarism,Support EU Integration,Conservative Party,Oppose EU Integration,Male,Conservative Party
179,155.245.28.8,100,60,TRUE,2018/6/4 07:37,R_20Nam7Gg9V520gV,,,,,51.90859985,0.920898438,anonymous,EN,0,0,24.624,0,10.174,10.174,11.296,1,Minister 2,19.169,19.169,25.557,1,Minister 1,Party Affiliation,Conservative Party,Scandal,Sexual Harassment,EU Integration,Neutral,PM's Scandal,Sexual Harassment,PM's Partisanship,Conservative Party,Gender,Male,PM's Position in EU Integration,Support EU Integration,Labour Party,Plagiarism,Neutral,Misreporting Funds,Labour Party,Male,Support EU Integration,Party Affiliation,Conservative Party,Scandal,No Scandal,EU Integration,Support EU Integration,PM's Scandal,Plagiarism,PM's Partisanship,Conservative Party,Gender,Male,PM's Position in EU Integration,Oppose EU Integration,Conservative Party,Misreporting Funds,Oppose EU Integration,No Scandal,Conservative Party,Female,Neutral
180,155.245.28.10,100,58,TRUE,2018/6/4 07:37,R_3O6uWNtUHlUykZt,,,,,51.90859985,0.920898438,anonymous,EN,0,0,15.826,0,19.439,19.439,21.143,1,Minister 2,21.076,21.076,22.39,1,Minister 2,PM's Scandal,Sexual Harassment,Party Affiliation,Liberal Democrats,PM's Position in EU Integration,Oppose EU Integration,PM's Partisanship,Conservative Party,EU Integration,Neutral,Scandal,Having an Extramarital Affair,Gender,Female,Having an Extramarital Affair,Conservative Party,Neutral,Conservative Party,Support EU Integration,Having an Extramarital Affair,Female,PM's Scandal,Misreporting Funds,Party Affiliation,Labour Party,PM's Position in EU Integration,Neutral,PM's Partisanship,Labour Party,EU Integration,Neutral,Scandal,Having an Extramarital Affair,Gender,Female,No Scandal,Conservative Party,Support EU Integration,Conservative Party,Support EU Integration,No Scandal,Female
181,155.245.28.12,100,64,TRUE,2018/6/4 07:39,R_b7mSdcT2c6tHdHb,,,,,51.90859985,0.920898438,anonymous,EN,33.661,33.661,36.658,1,13.566,13.566,14.614,1,Minister 2,12.955,12.955,14.506,1,Minister 2,Gender,Male,PM's Scandal,Plagiarism,PM's Position in EU Integration,Neutral,Party Affiliation,Labour Party,EU Integration,Support EU Integration,Scandal,No Scandal,PM's Partisanship,Labour Party,Male,No Scandal,Support EU Integration,Liberal Democrats,Neutral,Plagiarism,Conservative Party,Gender,Female,PM's Scandal,Misreporting Funds,PM's Position in EU Integration,Oppose EU Integration,Party Affiliation,Conservative Party,EU Integration,Oppose EU Integration,Scandal,Plagiarism,PM's Partisanship,Conservative Party,Male,Having an Extramarital Affair,Support EU Integration,Conservative Party,Support EU Integration,Having an Extramarital Affair,Conservative Party
182,155.245.28.11,100,106,TRUE,2018/6/4 07:40,R_OiKKUOh20mFfJuh,,,,,51.90859985,0.920898438,anonymous,EN,0,0,67.676,0,13.991,13.991,15.231,1,Minister 1,26.563,26.563,27.516,1,Minister 2,EU Integration,Neutral,Scandal,Misreporting Funds,PM's Position in EU Integration,Neutral,Party Affiliation,Labour Party,PM's Partisanship,Labour Party,PM's Scandal,Plagiarism,Gender,Male,Neutral,Misreporting Funds,Support EU Integration,Conservative Party,Conservative Party,Misreporting Funds,Female,EU Integration,Support EU Integration,Scandal,Misreporting Funds,PM's Position in EU Integration,Support EU Integration,Party Affiliation,Labour Party,PM's Partisanship,Labour Party,PM's Scandal,Sexual Harassment,Gender,Male,Support EU Integration,Having an Extramarital Affair,Support EU Integration,Conservative Party,Conservative Party,Plagiarism,Male
183,155.245.28.11,100,43,TRUE,2018/6/4 08:05,R_1H64PaOlpxILbQf,,,,,51.90859985,0.920898438,anonymous,EN,0,0,13.277,0,20.539,20.539,21.669,1,Minister 2,7.037,7.037,8.352,1,Minister 1,PM's Position in EU Integration,Oppose EU Integration,PM's Partisanship,Labour Party,Gender,Male,Scandal,Sexual Harassment,PM's Scandal,Plagiarism,Party Affiliation,Labour Party,EU Integration,Neutral,Neutral,Conservative Party,Male,Sexual Harassment,Plagiarism,Conservative Party,Oppose EU Integration,PM's Position in EU Integration,Neutral,PM's Partisanship,Conservative Party,Gender,Female,Scandal,Having an Extramarital Affair,PM's Scandal,Sexual Harassment,Party Affiliation,Liberal Democrats,EU Integration,Neutral,Neutral,Conservative Party,Male,Misreporting Funds,Having an Extramarital Affair,Liberal Democrats,Support EU Integration
184,155.245.28.4,100,70,TRUE,2018/6/4 08:07,R_2dXyPCgnStVgU1R,,,,,51.90859985,0.920898438,anonymous,EN,0,0,31.668,0,10.595,23.524,24.492,2,Minister 2,13.321,13.321,15.401,1,Minister 1,Gender,Male,PM's Partisanship,Conservative Party,Party Affiliation,Conservative Party,Scandal,Misreporting Funds,EU Integration,Oppose EU Integration,PM's Position in EU Integration,Support EU Integration,PM's Scandal,No Scandal,Male,Labour Party,Labour Party,Sexual Harassment,Neutral,Support EU Integration,Misreporting Funds,Gender,Female,PM's Partisanship,Conservative Party,Party Affiliation,Liberal Democrats,Scandal,Plagiarism,EU Integration,Neutral,PM's Position in EU Integration,Support EU Integration,PM's Scandal,No Scandal,Male,Conservative Party,Conservative Party,No Scandal,Oppose EU Integration,Support EU Integration,Misreporting Funds
185,155.245.28.8,100,29,TRUE,2018/6/4 08:10,R_1ia4OOPQg3p42pp,,,,,51.90859985,0.920898438,anonymous,EN,0,0,8.637,0,11.82,11.82,13.425,1,Minister 2,6.129,6.129,6.765,1,Minister 2,Scandal,Sexual Harassment,Party Affiliation,Conservative Party,PM's Position in EU Integration,Neutral,EU Integration,Neutral,Gender,Male,PM's Partisanship,Conservative Party,PM's Scandal,Misreporting Funds,No Scandal,Labour Party,Oppose EU Integration,Support EU Integration,Male,Labour Party,No Scandal,Scandal,Sexual Harassment,Party Affiliation,Liberal Democrats,PM's Position in EU Integration,Support EU Integration,EU Integration,Support EU Integration,Gender,Female,PM's Partisanship,Conservative Party,PM's Scandal,Misreporting Funds,No Scandal,Conservative Party,Neutral,Oppose EU Integration,Female,Conservative Party,Having an Extramarital Affair
