IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1_First Click,Q1_Last Click,Q1_Page Submit,Q1_Click Count,Q3_First Click,Q3_Last Click,Q3_Page Submit,Q3_Click Count,Q4,Q5_First Click,Q5_Last Click,Q5_Page Submit,Q5_Click Count,Q6,F-1-1,F-1-1-1,F-1-2,F-1-1-2,F-1-3,F-1-1-3,F-1-4,F-1-1-4,F-1-2-1,F-1-2-2,F-1-2-3,F-1-2-4,F-2-1,F-2-1-1,F-2-2,F-2-1-2,F-2-3,F-2-1-3,F-2-4,F-2-1-4,F-2-2-1,F-2-2-2,F-2-2-3,F-2-2-4,F-1-5,F-1-1-5,F-1-6,F-1-1-6,F-1-2-5,F-1-2-6,F-2-5,F-2-1-5,F-2-6,F-2-1-6,F-2-2-5,F-2-2-6,F-1-7,F-1-1-7,F-1-2-7,F-2-7,F-2-1-7,F-2-2-7
155.245.28.2,100,20,TRUE,2018/5/29 09:39,R_3qmQU30QxFOK7h3,,,,,51.90859985,0.920898438,anonymous,EN,0,0,5.551,0,5.859,5.859,6.913,1,Minister 1,4.874,4.874,6.064,1,Minister 2,EU Integration,Neutral,PM's Scandal,Sexual Harassment,Gender,Female,PM's Position in EU Integration,Neutral,Oppose EU Integration,Sexual Harassment,Male,Oppose EU Integration,EU Integration,Support EU Integration,PM's Scandal,Misreporting Funds,Gender,Male,PM's Position in EU Integration,Neutral,Support EU Integration,No Scandal,Female,Neutral,Party Affiliation,Labour Party,Scandal,Plagiarism,Liberal Democrats,Sexual Harassment,Party Affiliation,Conservative Party,Scandal,Plagiarism,Conservative Party,No Scandal,PM's Partisanship,Labour Party,Conservative Party,PM's Partisanship,Conservative Party,Conservative Party
155.245.28.4,100,43,TRUE,2018/5/29 09:42,R_PZjM5FlNqsmPlUR,,,,,51.90859985,0.920898438,anonymous,EN,0,0,21.873,0,8.908,8.908,9.739,1,Minister 2,9.46,9.46,11.386,1,Minister 1,Gender,Male,EU Integration,Neutral,PM's Position in EU Integration,Oppose EU Integration,Scandal,No Scandal,Male,Support EU Integration,Neutral,No Scandal,Gender,Female,EU Integration,Neutral,PM's Position in EU Integration,Neutral,Scandal,Misreporting Funds,Female,Neutral,Neutral,Sexual Harassment,Party Affiliation,Liberal Democrats,PM's Partisanship,Conservative Party,Liberal Democrats,Conservative Party,Party Affiliation,Labour Party,PM's Partisanship,Labour Party,Liberal Democrats,Conservative Party,PM's Scandal,Misreporting Funds,No Scandal,PM's Scandal,No Scandal,No Scandal
155.245.28.2,100,30,TRUE,2018/5/29 10:06,R_3Hjn7wTUk1knmaQ,,,,,51.90859985,0.920898438,anonymous,EN,0,0,15.024,0,8.747,8.747,9.845,1,Minister 2,3.434,3.434,4.396,1,Minister 2,PM's Scandal,Having an Extramarital Affair,PM's Partisanship,Conservative Party,Scandal,Sexual Harassment,Party Affiliation,Liberal Democrats,Misreporting Funds,Conservative Party,No Scandal,Liberal Democrats,PM's Scandal,No Scandal,PM's Partisanship,Conservative Party,Scandal,Sexual Harassment,Party Affiliation,Conservative Party,Having an Extramarital Affair,Labour Party,Misreporting Funds,Labour Party,Gender,Male,EU Integration,Oppose EU Integration,Male,Oppose EU Integration,Gender,Male,EU Integration,Oppose EU Integration,Male,Oppose EU Integration,PM's Position in EU Integration,Support EU Integration,Oppose EU Integration,PM's Position in EU Integration,Oppose EU Integration,Oppose EU Integration
155.245.28.9,100,27,TRUE,2018/5/29 10:07,R_2PaLIQCHsWBi0sZ,,,,,51.90859985,0.920898438,anonymous,EN,0,0,13.192,0,6.619,7.225,7.724,2,Minister 1,2.853,3.675,5.933,2,Minister 2,Gender,Male,PM's Partisanship,Labour Party,Scandal,Sexual Harassment,PM's Scandal,Misreporting Funds,Male,Labour Party,No Scandal,Having an Extramarital Affair,Gender,Male,PM's Partisanship,Conservative Party,Scandal,Sexual Harassment,PM's Scandal,No Scandal,Male,Labour Party,Sexual Harassment,Misreporting Funds,PM's Position in EU Integration,Support EU Integration,EU Integration,Neutral,Oppose EU Integration,Oppose EU Integration,PM's Position in EU Integration,Neutral,EU Integration,Oppose EU Integration,Support EU Integration,Support EU Integration,Party Affiliation,Labour Party,Labour Party,Party Affiliation,Liberal Democrats,Labour Party
155.245.28.10,100,32,TRUE,2018/5/29 10:11,R_3a7aKil6cxpO69X,,,,,51.90859985,0.920898438,anonymous,EN,0,0,8.224,0,14.97,14.97,16.952,1,Minister 2,6.193,6.193,7.069,1,Minister 1,PM's Partisanship,Labour Party,Gender,Female,Scandal,Plagiarism,PM's Scandal,Plagiarism,Labour Party,Male,Plagiarism,Plagiarism,PM's Partisanship,Conservative Party,Gender,Male,Scandal,Plagiarism,PM's Scandal,Misreporting Funds,Conservative Party,Male,Sexual Harassment,Sexual Harassment,Party Affiliation,Labour Party,PM's Position in EU Integration,Oppose EU Integration,Labour Party,Oppose EU Integration,Party Affiliation,Conservative Party,PM's Position in EU Integration,Support EU Integration,Conservative Party,Neutral,EU Integration,Oppose EU Integration,Support EU Integration,EU Integration,Neutral,Support EU Integration
155.245.28.11,100,35,TRUE,2018/5/30 07:05,R_ZCWuwDjI3Q7bYNX,,,,,51.90859985,0.920898438,anonymous,EN,0,0,1.928,0,5.249,5.249,6.546,1,Minister 2,8.077,24.73,26.09,3,Minister 1,PM's Scandal,Misreporting Funds,Gender,Male,Party Affiliation,Labour Party,Scandal,Plagiarism,Having an Extramarital Affair,Female,Labour Party,No Scandal,PM's Scandal,No Scandal,Gender,Female,Party Affiliation,Labour Party,Scandal,Sexual Harassment,Sexual Harassment,Female,Liberal Democrats,Sexual Harassment,PM's Position in EU Integration,Support EU Integration,PM's Partisanship,Labour Party,Neutral,Labour Party,PM's Position in EU Integration,Neutral,PM's Partisanship,Labour Party,Oppose EU Integration,Conservative Party,EU Integration,Neutral,Support EU Integration,EU Integration,Oppose EU Integration,Support EU Integration
155.245.28.15,100,48,TRUE,2018/5/30 07:06,R_yDvs9Gbr4jYkDap,,,,,51.90859985,0.920898438,anonymous,EN,0,0,8.075,0,26.676,31.822,32.93,2,Minister 1,5.898,5.898,7.676,1,Minister 1,PM's Scandal,Plagiarism,PM's Partisanship,Conservative Party,Gender,Male,Scandal,Having an Extramarital Affair,Sexual Harassment,Labour Party,Male,No Scandal,PM's Scandal,No Scandal,PM's Partisanship,Labour Party,Gender,Male,Scandal,Plagiarism,Sexual Harassment,Labour Party,Female,Sexual Harassment,Party Affiliation,Conservative Party,PM's Position in EU Integration,Oppose EU Integration,Labour Party,Neutral,Party Affiliation,Labour Party,PM's Position in EU Integration,Oppose EU Integration,Labour Party,Neutral,EU Integration,Support EU Integration,Support EU Integration,EU Integration,Neutral,Support EU Integration
155.245.28.10,100,57,TRUE,2018/5/30 07:08,R_1mmIpORdKiflxA3,,,,,51.90859985,0.920898438,anonymous,EN,0,0,12.733,0,29.994,29.994,31.004,1,Minister 2,13.238,13.238,14.812,1,Minister 2,PM's Position in EU Integration,Support EU Integration,EU Integration,Oppose EU Integration,PM's Partisanship,Labour Party,PM's Scandal,Misreporting Funds,Support EU Integration,Support EU Integration,Conservative Party,Plagiarism,PM's Position in EU Integration,Oppose EU Integration,EU Integration,Support EU Integration,PM's Partisanship,Conservative Party,PM's Scandal,No Scandal,Neutral,Support EU Integration,Conservative Party,Plagiarism,Party Affiliation,Labour Party,Scandal,No Scandal,Liberal Democrats,Having an Extramarital Affair,Party Affiliation,Conservative Party,Scandal,Sexual Harassment,Conservative Party,No Scandal,Gender,Male,Male,Gender,Female,Male
155.245.28.12,100,68,TRUE,2018/5/30 07:08,R_2ZDf8QG9Szz8T2t,,,,,51.90859985,0.920898438,anonymous,EN,0,0,34.405,0,9.983,9.983,11.267,1,Minister 1,21.462,23.43,24.752,2,Minister 1,EU Integration,Support EU Integration,Party Affiliation,Labour Party,Scandal,Plagiarism,PM's Partisanship,Labour Party,Neutral,Liberal Democrats,Sexual Harassment,Conservative Party,EU Integration,Support EU Integration,Party Affiliation,Liberal Democrats,Scandal,No Scandal,PM's Partisanship,Conservative Party,Support EU Integration,Labour Party,Having an Extramarital Affair,Labour Party,Gender,Male,PM's Position in EU Integration,Neutral,Female,Support EU Integration,Gender,Male,PM's Position in EU Integration,Oppose EU Integration,Female,Neutral,PM's Scandal,Misreporting Funds,No Scandal,PM's Scandal,Having an Extramarital Affair,Sexual Harassment
155.245.28.8,100,98,TRUE,2018/5/30 07:08,R_1jCE6HfHCLCz8S6,,,,,51.90859985,0.920898438,anonymous,EN,0,0,19.208,0,30.458,30.458,34.088,1,Minister 2,33.268,33.268,48.923,1,Minister 1,Scandal,Sexual Harassment,PM's Position in EU Integration,Support EU Integration,PM's Scandal,Plagiarism,PM's Partisanship,Conservative Party,Plagiarism,Oppose EU Integration,Sexual Harassment,Conservative Party,Scandal,Sexual Harassment,PM's Position in EU Integration,Support EU Integration,PM's Scandal,Plagiarism,PM's Partisanship,Conservative Party,Sexual Harassment,Oppose EU Integration,No Scandal,Labour Party,Gender,Male,Party Affiliation,Conservative Party,Female,Liberal Democrats,Gender,Female,Party Affiliation,Conservative Party,Male,Labour Party,EU Integration,Support EU Integration,Oppose EU Integration,EU Integration,Neutral,Oppose EU Integration
155.245.28.4,100,72,TRUE,2018/5/30 07:10,R_pGgX2UxyH1BERwt,,,,,51.90859985,0.920898438,anonymous,EN,0,0,10.306,0,15.483,44.143,53.974,3,Minister 1,8.609,8.609,9.737,1,Minister 2,Party Affiliation,Labour Party,Scandal,Sexual Harassment,PM's Partisanship,Labour Party,PM's Scandal,Having an Extramarital Affair,Conservative Party,Sexual Harassment,Conservative Party,Sexual Harassment,Party Affiliation,Liberal Democrats,Scandal,Plagiarism,PM's Partisanship,Conservative Party,PM's Scandal,Sexual Harassment,Labour Party,Having an Extramarital Affair,Labour Party,No Scandal,Gender,Female,EU Integration,Neutral,Female,Oppose EU Integration,Gender,Female,EU Integration,Oppose EU Integration,Female,Neutral,PM's Position in EU Integration,Support EU Integration,Neutral,PM's Position in EU Integration,Oppose EU Integration,Support EU Integration
155.245.28.16,100,78,TRUE,2018/5/30 07:10,R_2wdDJRJCN8I95cM,,,,,51.90859985,0.920898438,anonymous,EN,0,0,19.222,0,31.834,31.834,33.335,1,Minister 1,26.399,26.399,27.724,1,Minister 2,PM's Partisanship,Conservative Party,Gender,Female,Scandal,Plagiarism,PM's Position in EU Integration,Oppose EU Integration,Conservative Party,Female,Sexual Harassment,Oppose EU Integration,PM's Partisanship,Conservative Party,Gender,Female,Scandal,Plagiarism,PM's Position in EU Integration,Neutral,Conservative Party,Male,Misreporting Funds,Oppose EU Integration,EU Integration,Support EU Integration,Party Affiliation,Liberal Democrats,Support EU Integration,Conservative Party,EU Integration,Neutral,Party Affiliation,Liberal Democrats,Neutral,Liberal Democrats,PM's Scandal,Having an Extramarital Affair,No Scandal,PM's Scandal,Misreporting Funds,Having an Extramarital Affair
155.245.28.9,100,47,TRUE,2018/5/30 07:10,R_exIb5M9tDaeoBzP,,,,,51.90859985,0.920898438,anonymous,EN,0,0,18.149,0,14.359,14.359,15.623,1,Minister 1,13.214,13.214,14.722,1,Minister 2,Gender,Male,EU Integration,Neutral,Scandal,Misreporting Funds,PM's Scandal,Sexual Harassment,Female,Support EU Integration,Misreporting Funds,Misreporting Funds,Gender,Male,EU Integration,Neutral,Scandal,Plagiarism,PM's Scandal,Misreporting Funds,Female,Oppose EU Integration,Sexual Harassment,Plagiarism,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Neutral,Labour Party,Oppose EU Integration,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Support EU Integration,Conservative Party,Neutral,Party Affiliation,Conservative Party,Labour Party,Party Affiliation,Conservative Party,Conservative Party
155.245.28.17,100,94,TRUE,2018/5/30 07:11,R_8ujdWsHVw2PSGJj,,,,,51.90859985,0.920898438,anonymous,EN,0,0,42.383,0,28.403,28.403,30.431,1,Minister 1,24.018,24.018,25.702,1,Minister 1,Scandal,Plagiarism,Gender,Male,PM's Position in EU Integration,Neutral,EU Integration,Neutral,Having an Extramarital Affair,Male,Oppose EU Integration,Neutral,Scandal,Sexual Harassment,Gender,Male,PM's Position in EU Integration,Neutral,EU Integration,Oppose EU Integration,Misreporting Funds,Male,Oppose EU Integration,Oppose EU Integration,Party Affiliation,Liberal Democrats,PM's Partisanship,Conservative Party,Conservative Party,Conservative Party,Party Affiliation,Labour Party,PM's Partisanship,Labour Party,Liberal Democrats,Conservative Party,PM's Scandal,Having an Extramarital Affair,Misreporting Funds,PM's Scandal,No Scandal,Plagiarism
155.245.28.10,100,27,TRUE,2018/5/30 08:04,R_2ziQ4YGT0CH1FNY,,,,,51.90859985,0.920898438,anonymous,EN,0,0,2.422,0,11.433,11.433,12.27,1,Minister 1,10.401,10.401,11.441,1,Minister 2,PM's Position in EU Integration,Neutral,PM's Scandal,Having an Extramarital Affair,Gender,Female,Scandal,No Scandal,Neutral,Misreporting Funds,Female,Misreporting Funds,PM's Position in EU Integration,Support EU Integration,PM's Scandal,Misreporting Funds,Gender,Female,Scandal,Plagiarism,Oppose EU Integration,No Scandal,Female,Plagiarism,EU Integration,Neutral,Party Affiliation,Liberal Democrats,Support EU Integration,Conservative Party,EU Integration,Oppose EU Integration,Party Affiliation,Labour Party,Support EU Integration,Conservative Party,PM's Partisanship,Conservative Party,Conservative Party,PM's Partisanship,Labour Party,Conservative Party
155.245.28.2,100,58,TRUE,2018/5/30 08:05,R_2pJHOONPCZjRQXA,,,,,51.90859985,0.920898438,anonymous,EN,0,0,6.311,0,23.12,24.054,24.458,2,Minister 1,24.982,24.982,27.95,1,Minister 1,PM's Position in EU Integration,Neutral,PM's Partisanship,Labour Party,PM's Scandal,Having an Extramarital Affair,EU Integration,Neutral,Support EU Integration,Conservative Party,Sexual Harassment,Oppose EU Integration,PM's Position in EU Integration,Support EU Integration,PM's Partisanship,Conservative Party,PM's Scandal,Plagiarism,EU Integration,Support EU Integration,Oppose EU Integration,Labour Party,Misreporting Funds,Neutral,Scandal,No Scandal,Party Affiliation,Labour Party,Having an Extramarital Affair,Liberal Democrats,Scandal,Sexual Harassment,Party Affiliation,Liberal Democrats,Sexual Harassment,Labour Party,Gender,Female,Male,Gender,Female,Male
155.245.28.9,100,51,TRUE,2018/5/30 08:07,R_2WGVqF62xr4ilAv,,,,,51.90859985,0.920898438,anonymous,EN,0,0,19.006,0,14.251,14.251,15.511,1,Minister 2,16.773,16.773,18.045,1,Minister 2,PM's Partisanship,Conservative Party,Party Affiliation,Liberal Democrats,Scandal,Misreporting Funds,PM's Position in EU Integration,Neutral,Conservative Party,Liberal Democrats,Misreporting Funds,Support EU Integration,PM's Partisanship,Conservative Party,Party Affiliation,Liberal Democrats,Scandal,Sexual Harassment,PM's Position in EU Integration,Oppose EU Integration,Conservative Party,Conservative Party,Plagiarism,Oppose EU Integration,PM's Scandal,Misreporting Funds,EU Integration,Oppose EU Integration,No Scandal,Neutral,PM's Scandal,Plagiarism,EU Integration,Oppose EU Integration,No Scandal,Neutral,Gender,Male,Female,Gender,Male,Female
155.245.28.8,100,18,TRUE,2018/5/30 08:33,R_Zl9aB2ucNRgSHIt,,,,,51.90859985,0.920898438,anonymous,EN,0,0,5.261,0,4.982,4.982,5.987,1,Minister 1,4.338,4.338,5.121,1,Minister 2,EU Integration,Support EU Integration,Gender,Male,Scandal,No Scandal,PM's Position in EU Integration,Oppose EU Integration,Oppose EU Integration,Female,Having an Extramarital Affair,Neutral,EU Integration,Oppose EU Integration,Gender,Female,Scandal,Plagiarism,PM's Position in EU Integration,Oppose EU Integration,Support EU Integration,Male,Having an Extramarital Affair,Neutral,PM's Partisanship,Conservative Party,PM's Scandal,Misreporting Funds,Conservative Party,No Scandal,PM's Partisanship,Conservative Party,PM's Scandal,Sexual Harassment,Conservative Party,No Scandal,Party Affiliation,Conservative Party,Liberal Democrats,Party Affiliation,Liberal Democrats,Conservative Party
155.245.28.2,100,39,TRUE,2018/5/30 08:34,R_1IpdP6kZelUCFpf,,,,,51.90859985,0.920898438,anonymous,EN,0,0,14.599,0,12.499,12.499,13.812,1,Minister 2,9.631,9.631,10.695,1,Minister 2,EU Integration,Support EU Integration,Scandal,Plagiarism,PM's Partisanship,Labour Party,Gender,Female,Support EU Integration,Misreporting Funds,Labour Party,Female,EU Integration,Neutral,Scandal,Misreporting Funds,PM's Partisanship,Conservative Party,Gender,Female,Support EU Integration,Plagiarism,Labour Party,Male,PM's Scandal,Misreporting Funds,PM's Position in EU Integration,Neutral,Sexual Harassment,Support EU Integration,PM's Scandal,Sexual Harassment,PM's Position in EU Integration,Oppose EU Integration,Having an Extramarital Affair,Neutral,Party Affiliation,Labour Party,Labour Party,Party Affiliation,Liberal Democrats,Labour Party
155.245.28.10,100,44,TRUE,2018/5/30 08:34,R_9A1lrqFZth49qXn,,,,,51.90859985,0.920898438,anonymous,EN,0,0,9.506,0,6.688,6.688,10.494,1,Minister 2,14.492,14.492,25.032,1,Minister 2,Party Affiliation,Conservative Party,PM's Position in EU Integration,Neutral,Gender,Male,EU Integration,Oppose EU Integration,Liberal Democrats,Support EU Integration,Female,Neutral,Party Affiliation,Liberal Democrats,PM's Position in EU Integration,Support EU Integration,Gender,Male,EU Integration,Support EU Integration,Labour Party,Support EU Integration,Female,Oppose EU Integration,PM's Partisanship,Conservative Party,PM's Scandal,Plagiarism,Conservative Party,No Scandal,PM's Partisanship,Conservative Party,PM's Scandal,No Scandal,Labour Party,Misreporting Funds,Scandal,Having an Extramarital Affair,No Scandal,Scandal,Plagiarism,Having an Extramarital Affair
155.245.28.4,100,43,TRUE,2018/5/30 08:35,R_2t9ZbwqCqSWPxGh,,,,,51.90859985,0.920898438,anonymous,EN,0,0,5.373,0,28.501,28.501,29.584,1,Minister 1,7.069,7.389,8.339,2,Minister 2,PM's Scandal,Sexual Harassment,PM's Partisanship,Labour Party,Scandal,Having an Extramarital Affair,Gender,Male,Having an Extramarital Affair,Conservative Party,Plagiarism,Female,PM's Scandal,Sexual Harassment,PM's Partisanship,Conservative Party,Scandal,Sexual Harassment,Gender,Female,Sexual Harassment,Labour Party,No Scandal,Female,Party Affiliation,Labour Party,EU Integration,Oppose EU Integration,Liberal Democrats,Oppose EU Integration,Party Affiliation,Liberal Democrats,EU Integration,Oppose EU Integration,Labour Party,Neutral,PM's Position in EU Integration,Support EU Integration,Support EU Integration,PM's Position in EU Integration,Neutral,Support EU Integration
155.245.28.12,100,76,TRUE,2018/5/30 08:37,R_1dM1BBqQDZpY2ya,,,,,51.90859985,0.920898438,anonymous,EN,0,0,45.262,0,12.822,16.292,18.644,2,Minister 2,11.83,12.574,14.537,2,Minister 1,Gender,Female,PM's Scandal,Misreporting Funds,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Oppose EU Integration,Male,Misreporting Funds,Labour Party,Oppose EU Integration,Gender,Female,PM's Scandal,Sexual Harassment,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Support EU Integration,Male,Having an Extramarital Affair,Conservative Party,Neutral,Scandal,Sexual Harassment,EU Integration,Support EU Integration,No Scandal,Oppose EU Integration,Scandal,No Scandal,EU Integration,Neutral,Sexual Harassment,Neutral,Party Affiliation,Conservative Party,Labour Party,Party Affiliation,Liberal Democrats,Conservative Party
155.245.28.2,100,60,TRUE,2018/5/30 09:06,R_1DU3mF9mN4I0O3s,,,,,51.90859985,0.920898438,anonymous,EN,0,0,14.188,0,16.779,16.779,17.961,1,Minister 2,27.38,27.38,28.259,1,Minister 2,Gender,Female,Scandal,Misreporting Funds,PM's Partisanship,Labour Party,PM's Position in EU Integration,Oppose EU Integration,Male,No Scandal,Labour Party,Oppose EU Integration,Gender,Male,Scandal,Misreporting Funds,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Neutral,Female,Having an Extramarital Affair,Conservative Party,Oppose EU Integration,PM's Scandal,Sexual Harassment,Party Affiliation,Labour Party,Plagiarism,Labour Party,PM's Scandal,Sexual Harassment,Party Affiliation,Conservative Party,Sexual Harassment,Liberal Democrats,EU Integration,Oppose EU Integration,Support EU Integration,EU Integration,Oppose EU Integration,Support EU Integration
